id_szkoly,lat,lng,geolocalizer_count,location_type
14358,51.17577960000001,17.191748699999998,1,GEOMETRIC_CENTER
14359,51.20978479999999,17.1692072,1,APPROXIMATE
14360,51.17392570000001,17.1752045,1,RANGE_INTERPOLATED
14362,50.8494649,16.849203600000006,1,APPROXIMATE
14363,51.0336662,16.7688904,1,RANGE_INTERPOLATED
14364,51.07677049999999,16.8976835,1,GEOMETRIC_CENTER
14365,51.03539689999999,16.7603812,1,ROOFTOP
14367,50.9725625,16.933302800000003,1,GEOMETRIC_CENTER
14368,51.010537899999996,16.958432199999994,1,GEOMETRIC_CENTER
14370,51.002665,16.6848725,1,GEOMETRIC_CENTER
14371,50.899665999999996,16.738597,1,ROOFTOP
14372,50.896759,16.731329000000002,1,ROOFTOP
14373,51.03583099999999,17.150453,1,ROOFTOP
14374,50.981730799999994,17.039949399999998,1,GEOMETRIC_CENTER
14375,50.508487,16.75659,1,ROOFTOP
14376,50.6715824,16.895162699999997,1,APPROXIMATE
14377,50.506906799999996,16.855455199999998,1,APPROXIMATE
14379,50.5692411,16.704062,1,APPROXIMATE
14380,50.59040220000001,16.810405,1,GEOMETRIC_CENTER
14381,50.59081810000001,16.8231775,1,ROOFTOP
14382,50.5879238,16.813012399999998,1,RANGE_INTERPOLATED
14383,50.597744399999996,16.8173801,1,ROOFTOP
14384,50.60090899999999,17.046872,1,ROOFTOP
14385,50.6529821,17.0065206,1,APPROXIMATE
14387,50.44734159999999,16.877775600000003,1,RANGE_INTERPOLATED
14388,51.0261873,15.0633655,1,RANGE_INTERPOLATED
14389,51.1574612,15.0081532,1,ROOFTOP
14390,51.1327638,15.007475699999999,1,ROOFTOP
14391,51.15066160000001,15.0022298,1,ROOFTOP
14392,51.15065870000001,15.0141251,1,RANGE_INTERPOLATED
14393,51.1488662,15.0044454,1,ROOFTOP
14394,50.9017805,14.9719989,1,ROOFTOP
14396,50.90444919999999,14.9630913,1,RANGE_INTERPOLATED
14397,50.88186469999999,14.8909755,1,APPROXIMATE
14398,51.248948,15.042005,1,ROOFTOP
14399,51.0780549,15.063706900000001,1,GEOMETRIC_CENTER
14400,51.28585469999999,15.2254334,1,GEOMETRIC_CENTER
14401,51.4040386,15.183324599999999,1,APPROXIMATE
14403,50.94618000000001,15.930191,1,ROOFTOP
14407,51.121154,15.917128400000001,1,ROOFTOP
14408,51.1398843,15.754857399999999,1,APPROXIMATE
14409,51.0145055,15.898942499999999,1,GEOMETRIC_CENTER
14413,50.94577,15.92795,1,ROOFTOP
14415,50.864992,15.6770283,1,ROOFTOP
14416,50.8663989,15.6757759,1,RANGE_INTERPOLATED
14417,50.8638381,15.6643094,1,ROOFTOP
14418,50.9119716,15.7356859,1,ROOFTOP
14420,50.9120277,15.752619199999998,1,ROOFTOP
14423,50.843841299999994,15.642544299999999,1,ROOFTOP
14425,50.864261600000006,15.6745603,1,ROOFTOP
14427,51.201333500000004,16.2072117,1,RANGE_INTERPOLATED
14428,51.2104424,16.166427,1,ROOFTOP
14429,51.2015295,16.189684099999994,1,ROOFTOP
14430,51.201333500000004,16.2072117,1,RANGE_INTERPOLATED
14431,51.19742520000001,16.1480136,1,RANGE_INTERPOLATED
14432,51.2123055,16.160052,1,ROOFTOP
14433,51.20607260000001,16.146752,1,ROOFTOP
14434,51.1776906,16.1546441,1,ROOFTOP
14435,51.2043756,16.2183065,1,ROOFTOP
14436,51.204263399999995,16.144796499999998,1,GEOMETRIC_CENTER
14437,51.209438299999995,16.1951921,1,ROOFTOP
14438,51.2023127,16.1565336,1,ROOFTOP
14439,51.2101909,16.1587826,1,ROOFTOP
14440,51.20805290000001,16.1588103,1,ROOFTOP
14441,51.208041200000004,16.1570142,1,GEOMETRIC_CENTER
14445,51.1488172,16.8604418,1,ROOFTOP
14446,51.1139729,17.0576865,1,ROOFTOP
14447,51.1030027,17.036714,1,ROOFTOP
14448,51.123702200000004,17.0447616,1,RANGE_INTERPOLATED
14449,51.14468919999999,17.1169607,1,ROOFTOP
14457,51.1200214,17.050758,1,ROOFTOP
14459,51.09885720000001,17.0221861,1,ROOFTOP
14460,51.09767429999999,17.0208853,1,ROOFTOP
14462,51.1199541,17.036854100000006,1,ROOFTOP
14464,51.0938251,16.9873818,1,ROOFTOP
14465,51.135033,16.971741,1,ROOFTOP
14466,51.094084,17.0067353,1,ROOFTOP
14467,51.0982201,17.0332975,1,ROOFTOP
14469,51.10536810000001,17.093420300000002,1,ROOFTOP
14470,51.10041500000001,17.099474899999993,1,ROOFTOP
14472,51.137769,17.0609408,1,ROOFTOP
14478,51.11879769999999,17.0130514,1,ROOFTOP
14480,51.07261870000001,16.969842899999996,1,ROOFTOP
14482,51.105037599999996,17.0451354,1,APPROXIMATE
14483,51.0964208,17.0028234,1,ROOFTOP
14484,51.131781200000006,17.074537699999997,1,ROOFTOP
14485,51.1005905,17.022532100000006,1,ROOFTOP
14486,51.14146029999999,16.8999491,1,RANGE_INTERPOLATED
14490,51.1122374,16.988826899999996,1,RANGE_INTERPOLATED
14492,51.1241885,17.0270755,1,ROOFTOP
14495,51.12594470000001,16.9912964,1,ROOFTOP
14497,51.087542600000006,17.036578600000002,2,APPROXIMATE
14498,51.11576029999999,16.9565104,1,RANGE_INTERPOLATED
14500,51.06469070000001,16.972483,1,ROOFTOP
14501,51.14643,17.026774,1,GEOMETRIC_CENTER
14503,51.12287449999999,17.0423681,1,ROOFTOP
14505,51.0765734,17.0080603,1,ROOFTOP
14506,51.1071557,17.038743399999998,1,ROOFTOP
14507,51.0960726,17.0070758,1,ROOFTOP
14508,51.10685369999999,17.030157,1,ROOFTOP
14509,51.13441470000001,17.0799457,1,RANGE_INTERPOLATED
14523,52.664386300000004,19.0385561,1,ROOFTOP
14524,52.88388610000001,18.7991923,1,RANGE_INTERPOLATED
14525,52.870039799999994,18.6973206,1,RANGE_INTERPOLATED
14526,52.8737785,18.6924783,1,RANGE_INTERPOLATED
14527,52.885088,18.789327,1,ROOFTOP
14528,52.873971,18.812432,1,ROOFTOP
14529,52.830811600000004,18.8964256,1,GEOMETRIC_CENTER
14531,52.8564667,18.6428681,1,GEOMETRIC_CENTER
14532,52.7033394,18.792791100000002,1,APPROXIMATE
14533,52.79253370000001,18.7414668,1,APPROXIMATE
14534,52.862559,18.725338,2,GEOMETRIC_CENTER
14535,52.8317754,18.898074800000003,1,GEOMETRIC_CENTER
14536,52.8027478,18.8631427,1,APPROXIMATE
14537,53.27625519999999,18.4723413,2,GEOMETRIC_CENTER
14538,53.25801360000001,19.4065557,1,ROOFTOP
14539,53.250189,19.417344699999997,1,ROOFTOP
14543,53.28823910000001,19.273514399999996,1,APPROXIMATE
14544,53.2599703,19.395661800000006,1,APPROXIMATE
14545,53.02928789999999,18.013435100000006,1,APPROXIMATE
14547,53.1960676,19.641619100000003,1,GEOMETRIC_CENTER
14548,53.2143443,18.0888446,1,GEOMETRIC_CENTER
14549,53.38815400000001,19.160532,1,ROOFTOP
14550,53.15955659999999,19.3969614,1,APPROXIMATE
14551,53.1332257,19.552114800000002,1,APPROXIMATE
14552,53.34308499999999,19.4707943,1,APPROXIMATE
14553,53.34732959999999,19.412513399999998,1,APPROXIMATE
14554,53.0993664,17.8658245,1,GEOMETRIC_CENTER
14555,53.09491569999999,17.920946,1,GEOMETRIC_CENTER
14556,53.17792739999999,18.302765899999997,1,GEOMETRIC_CENTER
14557,53.1772593,18.295248899999997,1,APPROXIMATE
14558,53.14720790000001,18.2101822,1,GEOMETRIC_CENTER
14559,53.26591020000001,18.146292499999998,1,GEOMETRIC_CENTER
14562,53.3124821,17.9454011,1,ROOFTOP
14563,53.30907149999999,17.777634600000006,1,APPROXIMATE
14564,53.26714129999999,17.900123899999997,1,GEOMETRIC_CENTER
14565,53.41475160000001,17.8146599,1,GEOMETRIC_CENTER
14566,53.3152086,17.938143,1,ROOFTOP
14567,53.30762610000001,17.942387399999994,1,ROOFTOP
14568,53.3130277,17.938497199999997,1,ROOFTOP
14570,53.02713869999999,18.0110993,1,GEOMETRIC_CENTER
14571,53.18624759999999,18.077296,1,GEOMETRIC_CENTER
14572,53.148502,18.170786899999996,1,ROOFTOP
14573,53.2343294,17.9196078,1,GEOMETRIC_CENTER
14574,53.206374600000004,17.7940342,1,APPROXIMATE
