id_szkoly,nazwa,adres,miejscowosc,kod_pocztowy,poczta,typ_szkoly,publiczna,dla_doroslych,specjalna,przyszpitalna,wojewodztwo,powiat,gmina,id_wojewodztwa,id_powiatu,id_gminy
31682,Szkoła Podstawowa nr 3 z Oddziałami Integracyjnymi i Oddziałami Sportowymi w Zespole Szkół Samorządowych im. 1 Pułku Ułanów Krechowieckich w Augustowie,ul. Mickiewicza 1,,16-300,Augustów,SP,,,,,podlaskie,augustowski,Augustów,20,1,1
31679,Szkoła Podstawowa nr 6 im. Armii Krajowej w Augustowie,ul. Tartaczna 21,,16-300,Augustów,SP,,,,,podlaskie,augustowski,Augustów,20,1,1
31680,Społeczna Szkoła Podstawowa Społecznego Towarzystwa Oświatowego w Zespole Szkół Społecznych STO w Augustowie,ul. Zarzecze 17 A,,16-300,Augustów,SP,,,,,podlaskie,augustowski,Augustów,20,1,1
31681,Szkoła Podstawowa nr 2 im. Zygmunta Augusta w Augustowie,ul. Rajgrodzka 1,,16-300,Augustów,SP,,,,,podlaskie,augustowski,Augustów,20,1,1
31683,Szkoła Podstawowa nr 4 im. Marii Konopnickiej w Augustowie,ul. Marii Konopnickiej 5,,16-300,Augustów,SP,,,,,podlaskie,augustowski,Augustów,20,1,1
18555,Gimnazjum nr 2 im. Sybiraków w Augustowie,Nowomiejska 41,Augustów,16-300,Augustów,gimn.,True,False,False,False,podlaskie,augustowski,Augustów,20,1,1
18550,Gimnazjum nr 4 w Zespole Szkół Ogólnokształcących w Augustowie,Śródmieście 31,Augustów,16-300,Augustów,gimn.,True,False,False,False,podlaskie,augustowski,Augustów,20,1,1
18551,Gimnazjum nr 1 im. Marszałka Józefa Piłsudskiego w Augustowie,Młyńska 35,Augustów,16-300,Augustów,gimn.,True,False,False,False,podlaskie,augustowski,Augustów,20,1,1
18552,Gimnazjum nr 3 z Oddziałami Integracyjnymi im.1 Pułku Ułanów Krechowieckich w Zespole Szkół Samorządowych w Augustowie,Mickiewicza 1,Augustów,16-300,Augustów,gimn.,True,False,False,False,podlaskie,augustowski,Augustów,20,1,1
18553,Gimnazjum dla Dorosłych nr 1 w Augustowskim Centrum Edukacyjnym Centrum Kształcenia Ustawicznego w Augustowie,Al. Kardynała Wyszyńskiego 3,Augustów,16-300,Augustów,gimn.,True,True,False,False,podlaskie,augustowski,Augustów,20,1,1
18554,Społeczne Gimnazjum Społecznego Towarzystwa Oświatowego w Zespole Szkół Społecznych STO w Augustowie,Zarzecze 17A,Augustów,16-300,Augustów,gimn.,False,False,False,False,podlaskie,augustowski,Augustów,20,1,1
31685,"Szkoła Podstawowa im. majora Henryka Dobrzańskiego ""Hubala"" w Kolnicy",48,Kolnica,16-300,Augustów,SP,,,,,podlaskie,augustowski,Augustów,20,1,2
31684,Szkoła Podstawowa im. Armii Krajowej w Janówce,45,Janówka,16-300,Augustów,SP,,,,,podlaskie,augustowski,Augustów,20,1,2
31686,Szkoła Podstawowa im. Sybiraków w Netcie,14,Netta Pierwsza,16-320,Bargłów,SP,,,,,podlaskie,augustowski,Augustów,20,1,2
31687,Szkoła Postawowa im. Stefana Kardynała Wyszyńskiego  w Jabłońskich,25,Jabłońskie,16-300,Augustów,SP,,,,,podlaskie,augustowski,Augustów,20,1,2
31688,Szkoła Podstawowa im. Jana Pawła II w Żarnowie,1,Żarnowo,16-300,Augustów,SP,,,,,podlaskie,augustowski,Augustów,20,1,2
31689,Szkoła Podstawowa im. Obrońców Westerplatte w Rutkach,1,Rutki Nowe,16-300,Augustów,SP,,,,,podlaskie,augustowski,Augustów,20,1,2
31690,Szkoła Podstawowa w Zespole Szkół im. Gen. I. Prądzyńskiego w Białobrzegach,75,Białobrzegi,16-300,Augustów,SP,,,,,podlaskie,augustowski,Augustów,20,1,2
18558,Gimnazjum w Zespole Szkół im. gen. I. Prądzyńskiego w Białobrzegach,75,Białobrzegi,16-300,Augustów,gimn.,True,False,False,False,podlaskie,augustowski,Augustów,20,1,2
18557,Gimnazjum w Janówce,48A,Janówka,16-300,Augustów,gimn.,True,False,False,False,podlaskie,augustowski,Augustów,20,1,2
18556,Gimnazjum Specjalne w Augustowie,Jeziorna 31,,16-300,Augustów,gimn.,False,False,True,False,podlaskie,augustowski,Augustów,20,1,2
31695,Szkoła Podstawowa w Rygałówce,1,Rygałówka,16-315,Lipsk,SP,,,,,podlaskie,augustowski,Lipsk,20,1,4
31696,Szkoła Podstawowa w Bartnikach,8,Bartniki,16-315,Lipsk,SP,,,,,podlaskie,augustowski,Lipsk,20,1,4
31697,Zespół Szkół Samorządowych w Lipsku Szkoła Podstawowa im. Anastazji Milewskiej w Lipsku,ul. Szkolna 1,,16-315,Lipsk,SP,,,,,podlaskie,augustowski,Lipsk,20,1,4
18560,Gimnazjum im. Stefana Batorego w Zespole Szkół Samorządowych w Lipsku,Szkolna 1,Lipsk,16-315,Lipsk,gimn.,True,False,False,False,podlaskie,augustowski,Lipsk,20,1,4
31691,Szkoła Podstawowa w Kroszewie,27,Kroszewo,16-320,Bargłów Kościelny,SP,,,,,podlaskie,augustowski,Bargłów Kościelny,20,1,3
31692,Szkoła Podstawowa w Zespole Szkół w Bargłowie Kościelnym,ul. Augustowska 8,,16-320,Bargłów Kościelny,SP,,,,,podlaskie,augustowski,Bargłów Kościelny,20,1,3
31693,Szkoła Podstawowa im Błogosławionego Jana Pawła II w Łabętniku,10,Łabętnik,16-320,Bargłów Kościelny,SP,,,,,podlaskie,augustowski,Bargłów Kościelny,20,1,3
31694,Szkoła Podstawowa im. Zygmunta Augusta w Tajnie Starym,31,Tajno Stare,16-320,Bargłów Kościelny,SP,,,,,podlaskie,augustowski,Bargłów Kościelny,20,1,3
18559,Gimnazjum w Zespole Szkół w Bargłowie Kościelnym,Augustowska 8,Bargłów Kościelny,16-320,Bargłów Kościelny,gimn.,True,False,False,False,podlaskie,augustowski,Bargłów Kościelny,20,1,3
45551,Szkoła Podstawowa w Bargłówce,19A,Bargłówka,16-320,Bargłów Kościelny,SP,,,,,podlaskie,augustowski,Bargłów Kościelny,20,1,3
31698,Szkoła Podstawowa w Zespole Szkół im. Powstanców Styczniowych w Nowince,14,,16-304,Nowinka,SP,,,,,podlaskie,augustowski,Nowinka,20,1,5
31700,Szkoła Podstawowa im. ks. Stanisława Chmielewskiego w Monkiniach,27,Monkinie,16-304,Nowinka,SP,,,,,podlaskie,augustowski,Nowinka,20,1,5
18561,Gimnazjum im. Powstańców Styczniowych w Zespole Szkół w Nowince,14,Nowinka,16-304,Nowinka,gimn.,True,False,False,False,podlaskie,augustowski,Nowinka,20,1,5
31705,Szkoła Podstawowa w Jaziewie,31,Jaziewo,16-310,Sztabin,SP,,,,,podlaskie,augustowski,Sztabin,20,1,7
31706,Szkoła Podstawowa w Krasnymborze,59,Krasnybór,16-310,Sztabin,SP,,,,,podlaskie,augustowski,Sztabin,20,1,7
31707,Szkoła Podstawowa im. Karola Brzostowskiego w Zespole Szkół Samorządowych w Sztabinie,ul. Augustowska 82,,16-310,Sztabin,SP,,,,,podlaskie,augustowski,Sztabin,20,1,7
18564,Gimnazjum w Zespole Szkół Samorządowych w Sztabinie,Augustowska 82,Sztabin,16-310,Sztabin,gimn.,True,False,False,False,podlaskie,augustowski,Sztabin,20,1,7
18563,Gimnazjum w Krasnymborze,59,Krasnybór,16-310,Sztabin,gimn.,True,False,False,False,podlaskie,augustowski,Sztabin,20,1,7
31701,Szkoła Podstawowa im. Jana Pawła II w Zespole Szkół Ogólnokształcących w Płaskiej,56,,16-326,Płaska,SP,,,,,podlaskie,augustowski,Płaska,20,1,6
18562,Gimnazjum w Płaskiej,56,Płaska,16-326,Płaska,gimn.,True,False,False,False,podlaskie,augustowski,Płaska,20,1,6
31712,Szkoła Podstawowa im. Henryka Sienkiewicza w Choroszczy,ul. Powstania Styczniowego 1,,16-070,Choroszcz,SP,,,,,podlaskie,białostocki,Choroszcz,20,2,1
31708,Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego w Kruszewie,62,Kruszewo,16-070,Choroszcz,SP,,,,,podlaskie,białostocki,Choroszcz,20,2,1
31709,Szkoła Podstawowa  w Złotorii,159A,Złotoria,16-070,Choroszcz,SP,,,,,podlaskie,białostocki,Choroszcz,20,2,1
18565,Publiczne Gimnazjum im. ks. Kardynała Stefana Wyszyńskiego w Zespole Szkół w Choroszczy,Powstania Styczniowego 26A,Choroszcz,16-070,Choroszcz,gimn.,True,False,False,False,podlaskie,białostocki,Choroszcz,20,2,1
31715,Szkoła Podstawowa w Chrabołach,41,Chraboły,16-002,Dobrzyniewo Duże,SP,,,,,podlaskie,białostocki,Dobrzyniewo Duże,20,2,3
31717,Szkoła Podstawowa w Pogorzałkach,127,Pogorzałki,16-002,Dobrzyniewo Duże,SP,,,,,podlaskie,białostocki,Dobrzyniewo Duże,20,2,3
31716,Szkoła Podstawowa w Nowym Aleksandrowie,ul. Pogodna 107,Nowe Aleksandrowo,16-002,Dobrzyniewo Duże,SP,,,,,podlaskie,białostocki,Dobrzyniewo Duże,20,2,3
31718,Szkoła Podstawowa im. Władysława Broniewskiego w Zespole Szkolno - Przedszkolnym w Dobrzyniewie Dużym,ul. Szkolna 14,,16-002,Dobrzyniewo Duże,SP,,,,,podlaskie,białostocki,Dobrzyniewo Duże,20,2,3
31719,Szkoła Podstawowa Obrubnikach,33,Obrubniki,16-002,Dobrzyniewo Duże,SP,,,,,podlaskie,białostocki,Dobrzyniewo Duże,20,2,3
18568,Publiczne Gimnazjum w Zespole Szkolno-przedszkolnym w Dobrzyniewie Dużym,Szkolna 14,Dobrzyniewo Duże,16-002,Dobrzyniewo Duże,gimn.,True,False,False,False,podlaskie,białostocki,Dobrzyniewo Duże,20,2,3
46307,Szkoła Podstawowa w Zespole Szkolno-Przedszkolnym w Fastach,ul. Białostocka 5,Fasty,15-694,Białystok,SP,,,,,podlaskie,białostocki,Dobrzyniewo Duże,20,2,3
31727,Szkoła Podstawowa im. Hugona Kołłątaja w Uhowie,ul. Szkolna 19,Uhowo,18-100,Łapy,SP,,,,,podlaskie,białostocki,Łapy,20,2,6
31728,Niepubliczna Szkoła Podstawowa w Daniłowie Dużym,61,Daniłowo Duże,18-112,Poświętne,SP,,,,,podlaskie,białostocki,Łapy,20,2,6
31731,Szkoła Podstawowa nr 3 im. Marii Konopnickiej w Zespole Szkół w Łapach,ul. Letnia 1,,18-100,Łapy,SP,,,,,podlaskie,białostocki,Łapy,20,2,6
31726,Szkoła Podstawowa im. Jana III Sobieskiego w Płonce Kościelnej,82,Płonka Kościelna,18-100,Łapy,SP,,,,,podlaskie,białostocki,Łapy,20,2,6
31729,Katolicka  Szkoła  Podstawowa  im. Kardynała  Stefana  Wyszyńskiego  w Łapach,ul. Matejki 10,,18-100,Łapy,SP,,,,,podlaskie,białostocki,Łapy,20,2,6
31730,Szkoła Podstawowa w Łupiance Starej,1,Łupianka Stara,18-100,Łapy,SP,,,,,podlaskie,białostocki,Łapy,20,2,6
18574,Gimnazjum nr 2 w Zespole Szkół w Łapach,Letnia 1,Łapy,18-100,Łapy,gimn.,True,False,False,False,podlaskie,białostocki,Łapy,20,2,6
18572,Gimnazjum w Zespole Szkół w Płonce Kościelnej,47,Płonka Kościelna,18-100,Łapy,gimn.,True,False,False,False,podlaskie,białostocki,Łapy,20,2,6
18573,Gimnazjum nr 1 im. ppłk. Stanisława Nilskiego-Łapińskiego w Łapach,Jana Matejki 19,Łapy,18-100,Łapy,gimn.,True,False,False,False,podlaskie,białostocki,Łapy,20,2,6
31732,Szkoła Podstawowa nr 2 im. Mikołaja Kopernika w Łapach,ul. Piękna 17,,18-100,Łapy,SP,,,,,podlaskie,białostocki,Łapy,20,2,6
31733,Szkoła Podstawowa nr 1 im. Papieża Jana Pawła II w Łapach,ul. Polna 9,,18-100,Łapy,SP,,,,,podlaskie,białostocki,Łapy,20,2,6
31713,Szkoła Podstawowa nr 2 im. Romualda Traugutta w Czarnej Białostockiej,ul. Traugutta 28,,16-020,Czarna Białostocka,SP,,,,,podlaskie,białostocki,Czarna Białostocka,20,2,2
31714,Szkoła Podstawowa W Zespole Szkół w Czarnej Wsi Kościelnej,ul. Szkolna 1,Czarna Wieś Kościelna,16-020,Czarna Białostocka,SP,,,,,podlaskie,białostocki,Czarna Białostocka,20,2,2
18566,Gimnazjum im. Jana Pawła II w Czarnej Białostockiej,Bolesława Prusa 1,Czarna Białostocka,16-020,Czarna Białostocka,gimn.,True,False,False,False,podlaskie,białostocki,Czarna Białostocka,20,2,2
18567,Gimnazjum Publiczne w Zespole Szkół w Czarnej Wsi Kościelnej,Szkolna 1,Czarna Wieś Kościelna,16-020,Czarna Białostocka,gimn.,True,False,False,False,podlaskie,białostocki,Czarna Białostocka,20,2,2
18577,Gimnazjum w Zespole Szkół w Sobolewie,Podlaska 8,Sobolewo,15-509,Białystok,gimn.,True,False,False,False,podlaskie,białostocki,Supraśl,20,2,9
31741,Szkoła Podstawowa w Zespole Szkół im. Elizy Orzeszkowej w Sobolewie,ul. Podlaska 8,Sobolewo,15-509,Białystok,SP,,,,,podlaskie,białostocki,Supraśl,20,2,9
18578,Gimnazjum Sportowe w Zespole Szkół Sportowych w Supraślu,Piłsudskiego 1,Supraśl,16-030,Supraśl,gimn.,True,False,False,False,podlaskie,białostocki,Supraśl,20,2,9
31740,Zespół Szkół Sportowych Sportowa Szkoła Podstawowa im. Ferdynanda Mareckiego w Supraślu,ul. Piłsudskiego 1,,16-030,Supraśl,SP,,,,,podlaskie,białostocki,Supraśl,20,2,9
31721,Szkoła Podstawowa im. Partyzantów Braci Michała i Aleksandra Chrzanowskich w Gródku,ul. A. i G. Chodkiewiczów 18,,16-040,Gródek,SP,,,,,podlaskie,białostocki,Gródek,20,2,4
18569,Publiczne Gimnazjum w Gródku,Chodkiewiczów 18,Gródek,16-040,Gródek,gimn.,True,False,False,False,podlaskie,białostocki,Gródek,20,2,4
46112,Niepubliczna Szkoła Podstawowa  w Załukach,5,Załuki,16-040,Gródek,SP,,,,,podlaskie,białostocki,Gródek,20,2,4
31722,Szkoła Podstawowa im. Ks. Michała Sopoćko w Księżynie,ul. Szkolna 7,Księżyno,16-001,Kleosin,SP,,,,,podlaskie,białostocki,Juchnowiec Kościelny,20,2,5
31723,Szkoła Podstawowa w Zespole Szkół im. Jana Pawła II w Kleosinie,ul. Zambrowska 20,,16-001,Kleosin,SP,,,,,podlaskie,białostocki,Juchnowiec Kościelny,20,2,5
31724,Szkoła Podstawowa w Zespole Szkół im. Ks. Jerzego Popiełuszki w Juchnowcu Górnym,ul. Szkolna 5,Juchnowiec Górny,16-061,Juchnowiec,SP,,,,,podlaskie,białostocki,Juchnowiec Kościelny,20,2,5
18570,Gimnazjum w Zespole Szkół im. ks. Jerzego Popiełuszki w Juchnowcu Górnym,Szkolna 5,Juchnowiec Górny,16-061,Juchnowiec,gimn.,True,False,False,False,podlaskie,białostocki,Juchnowiec Kościelny,20,2,5
18571,Gimnazjum w Zespole Szkół im. Jana Pawła II w Kleosinie,Zambrowska 20,Kleosin,16-001,Kleosin,gimn.,True,False,False,False,podlaskie,białostocki,Juchnowiec Kościelny,20,2,5
31752,Publiczna Szkoła Podstawowa w Studziankach,ul. Supraślska 2,Studzianki,16-010,Wasilków,SP,,,,,podlaskie,białostocki,Wasilków,20,2,13
18583,Gimnazjum im. ks. Wacława Rabczyńskiego w Wasilkowie,A. Mickiewicza 2,Wasilków,16-010,Wasilków,gimn.,True,False,False,False,podlaskie,białostocki,Wasilków,20,2,13
18584,Gimnazjum Stowarzyszenia Wspierania Edukacji i Rynku Pracy w Wasilkowie,Supraślska 21,Wasilków,16-010,Wasilków,gimn.,False,False,False,False,podlaskie,białostocki,Wasilków,20,2,13
31751,Szkoła Podstawowa im. Króla Zygmunta Augusta w Wasilkowie,ul. Polna 1/4A,,16-010,Wasilków,SP,,,,,podlaskie,białostocki,Wasilków,20,2,13
18576,Gimnazjum w Zespole Szkół w Poświętnem,10A,Poświętne,18-112,Poświętne,gimn.,True,False,False,False,podlaskie,białostocki,Poświętne,20,2,8
31739,Szkoła Podstawowa im.Bolesława Prusa w Zespole Szkół w Poświętnem,10A,,18-112,Poświętne,SP,,,,,podlaskie,białostocki,Poświętne,20,2,8
18575,Gimnazjum im. dr Leszka Nosa w Michałowie,Sienkiewicza 21,Michałowo,16-050,Michałowo,gimn.,True,False,False,False,podlaskie,białostocki,Michałowo,20,2,7
31735,Szkoła Podstawowa im. Władysława Syrokomli w Michałowie,ul. Sienkiewicza 21,,16-050,Michałowo,SP,,,,,podlaskie,białostocki,Michałowo,20,2,7
18579,Publiczne Gimnazjum w Zespole Szkół i Placówek Oświatowo-wychowawczych w Surażu,Szkolna 1,Suraż,18-105,Suraż,gimn.,True,False,False,False,podlaskie,białostocki,Suraż,20,2,10
31742,Szkoła Podstawowa w Surażu,ul. Szkolna 1,,18-105,Suraż,SP,,,,,podlaskie,białostocki,Suraż,20,2,10
18580,Gimnazjum im. ks. Michala Sopoćki w Turośni Kościelnej,Białostocka 4,Turośń Kościelna,18-106,Turośń Kościelna,gimn.,True,False,False,False,podlaskie,białostocki,Turośń Kościelna,20,2,11
31743,Szkoła Podstawowa im. Stanisława Staszica w Zespole Szkół w Turośni Kościelnej,ul. Białostocka 4,,18-106,Turośń Kościelna,SP,,,,,podlaskie,białostocki,Turośń Kościelna,20,2,11
31746,Szkoła Podstawowa im. Marii Konopnickiej w Turośni Dolnej,20,Turośń Dolna,18-106,Turośń Kościelna,SP,,,,,podlaskie,białostocki,Turośń Kościelna,20,2,11
31747,Szkoła Podstawowa im. Leonarda Prystroma w Tołczach,6,Tołcze,18-106,Turośń Kościelna,SP,,,,,podlaskie,białostocki,Turośń Kościelna,20,2,11
46173,Niepubliczna Szkoła Podstawowa w Niewodnicy Kościelnej,ul. Kościelna 10,Niewodnica Kościelna,18-106,Turośń Kościelna,SP,,,,,podlaskie,białostocki,Turośń Kościelna,20,2,11
18585,Gimnazjum w Zabłudowie,Mickiewicza 22,Zabłudów,16-060,Zabłudów,gimn.,True,False,False,False,podlaskie,białostocki,Zabłudów,20,2,14
31754,Szkoła Podstawowa w Dobrzyniówce,40,Dobrzyniówka,16-060,Zabłudów,SP,,,,,podlaskie,białostocki,Zabłudów,20,2,14
31753,Szkoła Podstawowa im. Wspólnoty Polskiej w Białostoczku,8,Białostoczek,15-592,Białystok,SP,,,,,podlaskie,białostocki,Zabłudów,20,2,14
31755,Szkoła Podstawowa im. Franciszka Karpińskiego w Zespole Szkolno-Przedszkolnym w Zabłudowie,ul. Adama Mickiewicza 20,,16-060,Zabłudów,SP,,,,,podlaskie,białostocki,Zabłudów,20,2,14
45544,Szkoła Podstawowa w Rafałowce,64,Rafałówka,16-060,Zabłudów,SP,,,,,podlaskie,białostocki,Zabłudów,20,2,14
18581,Gimnazjum w Zespole Szkół im. Wł. Puchalskiego w Radulach,88,Radule,16-080,Tykocin,gimn.,True,False,False,False,podlaskie,białostocki,Tykocin,20,2,12
18582,Gimnazjum im. Jana Klemensa Branickiego w Zespole Szkół i Przedszkola w Tykocinie,Kochanowskiego 1,Tykocin,16-080,Tykocin,gimn.,True,False,False,False,podlaskie,białostocki,Tykocin,20,2,12
31748,Szkoła Podstawowa w Zespole Szkół im. Wł. Puchalskiego w Radulach,88,Radule,16-080,Tykocin,SP,,,,,podlaskie,białostocki,Tykocin,20,2,12
31749,Szkoła Podstawowa im. Stefana Czarnieckiego w Zespole Szkół i Przedszkola w Tykocinie,ul. Kochanowskiego 1,,16-080,Tykocin,SP,,,,,podlaskie,białostocki,Tykocin,20,2,12
18586,Gimnazjum w Zawadach,Kościuszki 2,Zawady,16-075,Zawady,gimn.,True,False,False,False,podlaskie,białostocki,Zawady,20,2,15
31762,Szkoła Podstawowa w Zawadach,ul. Kościuszki 2,,16-075,Zawady,SP,,,,,podlaskie,białostocki,Zawady,20,2,15
31760,Publiczna Szkoła Podstawowa w Konopkach Pokrzywnicy,9,Konopki Pokrzywnica,16-075,Zawady,SP,,,,,podlaskie,białostocki,Zawady,20,2,15
31813,Szkoła Podstawowa w Sulewie-Kownatach,18,Sulewo-Kownaty,19-222,Wąsosz Grajewski,SP,,,,,podlaskie,grajewski,Wąsosz,20,4,6
18607,Gimnazjum w Wąsoszu,Piaskowa 13,Wąsosz,19-222,Wąsosz,gimn.,True,False,False,False,podlaskie,grajewski,Wąsosz,20,4,6
31810,Szkoła Podstawowa w Ławsku,107,Ławsk,19-222,Wąsosz,SP,,,,,podlaskie,grajewski,Wąsosz,20,4,6
31811,Szkoła Podstawowa w Niecikach,41,Nieciki,19-222,Wąsosz,SP,,,,,podlaskie,grajewski,Wąsosz,20,4,6
31815,Szkoła Podstawowa im. Henryka Sienkiewicza w Wąsoszu,ul. Piaskowa 31,,19-222,Wąsosz,SP,,,,,podlaskie,grajewski,Wąsosz,20,4,6
31806,"Stowarzyszenie ""Edukator"" w Łomży Szkoła Podstawowa w Woźnej Wsi z siedzibą w Karczewie",4,Karczewo,19-206,Rajgród,SP,,,,,podlaskie,grajewski,Rajgród,20,4,4
18605,Gimnazjum im. ks. Józefa Radwańskiego w Rajgrodzie,Stanki 2,Rajgród,19-206,Rajgród,gimn.,True,False,False,False,podlaskie,grajewski,Rajgród,20,4,4
31803,Szkoła Podstawowa im. Henryka Sienkiewicza w Zespole Szkolno-Przedszkolnym w Rajgrodzie,ul. Szkolna 24,,19-206,Rajgród,SP,,,,,podlaskie,grajewski,Rajgród,20,4,4
31804,Szkoła Podstawowa w Rydzewie,6,Rydzewo,19-206,Rajgród,SP,,,,,podlaskie,grajewski,Rajgród,20,4,4
31805,Niepubliczna Szkoła Podstawowa w Bełdzie,37,Bełda,19-206,Rajgród,SP,,,,,podlaskie,grajewski,Rajgród,20,4,4
45545,Publiczna Szkoła Podstawowa w Mieczach,18,Miecze,19-206,Rajgród,SP,,,,,podlaskie,grajewski,Rajgród,20,4,4
18604,Gimnazjum w Radziłowie,Sportowa 1,Radziłów,19-213,Radziłów,gimn.,True,False,False,False,podlaskie,grajewski,Radziłów,20,4,3
31801,Szkoła Podstawowa w Kramarzewie,1,Kramarzewo,19-213,Radzilow,SP,,,,,podlaskie,grajewski,Radziłów,20,4,3
31802,Szkoła Podstawowa w Radziłowie,ul. Sportowa 1,,19-213,Radziłów,SP,,,,,podlaskie,grajewski,Radziłów,20,4,3
31798,Szkoła Podstawowa w Słuczu,114,Słucz,19-213,Radziłów,SP,,,,,podlaskie,grajewski,Radziłów,20,4,3
31800,Szkoła Podstawowa w Klimaszewnicy,41,Klimaszewnica,19-213,Radziłów,SP,,,,,podlaskie,grajewski,Radziłów,20,4,3
31799,Szkoła Podstawowa w Mścichach,33,Mścichy,19-213,Radziłów,SP,,,,,podlaskie,grajewski,Radziłów,20,4,3
18599,Publiczne Gimnazjum nr 3 w Grajewie,Konstytucji 3 Maja 23,Grajewo,19-200,Grajewo,gimn.,True,False,False,False,podlaskie,grajewski,Grajewo,20,4,1
18600,Publiczne Gimnazjum nr 1 im. Polskiego Czerwonego Krzyża w Zespole Szkół Miejskich nr 1 w Grajewie,Szkolna 12,Grajewo,19-200,Grajewo,gimn.,True,False,False,False,podlaskie,grajewski,Grajewo,20,4,1
18601,Publiczne Gimnazjum nr 2 im. Sybiraków w Grajewie,Mickiewicza 1,Grajewo,19-200,Grajewo,gimn.,True,False,False,False,podlaskie,grajewski,Grajewo,20,4,1
31792,Szkoła Podstawowa nr 2 im. Adama Mickiewicza w Zespole Szkół Miejskich nr 2 w Grajewie,ul. Mickiewicza 1,,19-200,Grajewo,SP,,,,,podlaskie,grajewski,Grajewo,20,4,1
31791,Zespół Szkół Miejskich Nr 3 Szkoła Podstawowa nr 4 im. Henryka Sienkiewicza w Grajewie,ul. Konstytucji 3 Maja 23,,19-200,Grajewo,SP,,,,,podlaskie,grajewski,Grajewo,20,4,1
31793,Szkoła Podstawowa nr 1 im. Konstantego Ildefonsa Gałczyńskiego w Zespole Szkół Miejskich nr 1 w Grajewie,ul. Szkolna 12,,19-200,Grajewo,SP,,,,,podlaskie,grajewski,Grajewo,20,4,1
31794,Szkoła Podstawowa Nr 3 Specjalna w Zespole Szkół Specjalnych im. Jana Pawła II w  Grajewie,ul. Ełcka 11,,19-200,Grajewo,SP,,,,,podlaskie,grajewski,Grajewo,20,4,1
18602,Publiczne Gimnazjum Nr 4 Specjalne w Zespole Szkół Specjalnych im. Jana Pawła II w Grajewie,ul. Ełcka 11,,19-200,Grajewo,gimn.,True,False,True,False,podlaskie,grajewski,Grajewo,20,4,2
18603,Gimnazjum im. prof. Adama Pałczyńskiego w Danówku,7,Danówek,19-200,Grajewo,gimn.,True,False,False,False,podlaskie,grajewski,Grajewo,20,4,2
31795,Szkoła Podstawowa w Rudzie,ul. Szkolna 8,Ruda,19-200,Grajewo,SP,,,,,podlaskie,grajewski,Grajewo,20,4,2
31796,Szkoła Podstawowa Pomnik Tysiąclecia Państwa Polskiego im. Marii Konopnickiej w Białaszewie,ul. Mikołaja Kopernika 2,Białaszewo,19-200,Grajewo,SP,,,,,podlaskie,grajewski,Grajewo,20,4,2
31797,Szkoła Podstawowa w Wierzbowie,72,Wierzbowo,19-200,Grajewo,SP,,,,,podlaskie,grajewski,Grajewo,20,4,2
18606,Publiczne Gimnazjum w Szczuczynie,Plac 1000-Lecia 14,Szczuczyn,19-230,Szczuczyn,gimn.,True,False,False,False,podlaskie,grajewski,Szczuczyn,20,4,5
31807,Szkoła Podstawowa im. Władysława Broniewskiego w Szczuczynie,ul. Kilińskiego 42,,19-230,Szczuczyn,SP,,,,,podlaskie,grajewski,Szczuczyn,20,4,5
31808,Szkoła Podstawowa w Niedźwiadnej,49,Niedźwiadna,19-230,Szczuczyn,SP,,,,,podlaskie,grajewski,Szczuczyn,20,4,5
31965,Szkoła Podstawowa w Nierośnie,33,Nierośno,16-200,Dąbrowa Białostocka,SP,,,,,podlaskie,sokólski,Dąbrowa Białostocka,20,11,1
31970,Publiczna Szkoła Podstawowa w Suchodolinie,1,Suchodolina,16-200,Dąbrowa Białostocka,SP,,,,,podlaskie,sokólski,Dąbrowa Białostocka,20,11,1
18661,Gimnazjum nr 2 w Różanymstoku,7,Różanystok,16-200,Dąbrowa Białostocka,gimn.,True,False,False,False,podlaskie,sokólski,Dąbrowa Białostocka,20,11,1
18662,Gimnazjum im. Armii Krajowej w Zespole Szkół Samorządowych w Dąbrowie Białostockiej,Szkolna 9A,Dąbrowa Białostocka,16-200,Dąbrowa Białostocka,gimn.,True,False,False,False,podlaskie,sokólski,Dąbrowa Białostocka,20,11,1
18663,Gimnazjum przy Salezjańskim Ośrodku Wychowawczym w Różanymstoku,13B,Różanystok,16-200,Dąbrowa Białostocka,gimn.,False,False,False,False,podlaskie,sokólski,Dąbrowa Białostocka,20,11,1
31966,Szkoła Podstawowa w Zespole Szkolno-Przedszkolnym w Różanymstoku,2,Różanystok,16-200,Dąbrowa Białostocka,SP,,,,,podlaskie,sokólski,Dąbrowa Białostocka,20,11,1
31967,Szkoła Podstawowa im. Tadeusza Kościuszki w Zespole Szkół Samorządowych w Dąbrowie Białostockiej,ul. Południowa 13,,16-200,Dąbrowa Białostocka,SP,,,,,podlaskie,sokólski,Dąbrowa Białostocka,20,11,1
31968,Publiczna Szkoła Podstawowa w Bagnach,17A,Bagny,16-200,Dąbrowa Białostocka,SP,,,,,podlaskie,sokólski,Dąbrowa Białostocka,20,11,1
31969,Publiczna Szkoła Podstawowa w Reszkowcach,23,Reszkowce,16-200,Dąbrowa Białostocka,SP,,,,,podlaskie,sokólski,Dąbrowa Białostocka,20,11,1
