id_szkoly,egz_norm_sr_hum,egz_norm_std_hum,ewd_min90_hum,ewd_max90_hum,egz_norm_sr_mp,egz_norm_std_mp,ewd_min90_mp,ewd_max90_mp,gwiazdki_pow
15332,102.54,13.89,0.11,1.15,102.46,14.0,0.12,1.11,3.0
15333,118.53,11.92,8.33,10.2,117.04,12.51,6.08,7.87,4.0
15334,75.61,10.44,-6.74,-4.23,80.29,9.41,-4.2,-1.8,1.0
15335,102.23,13.48,3.15,4.89,98.25,13.21,-0.37,1.3,3.0
15336,99.92,13.91,0.36,1.79,97.37,13.73,-1.89,-0.51,2.0
15337,100.54,13.8,0.19,1.53,99.69,13.91,-0.32,0.97,3.0
15338,99.7,13.77,1.47,2.82,96.7,13.95,-1.23,0.07,2.0
15340,106.41,13.41,3.84,4.82,103.81,13.9,1.34,2.28,5.0
15341,109.73,10.52,1.94,5.79,111.46,10.8,2.94,6.64,
15343,99.98,14.29,-0.21,1.18,100.53,14.35,0.61,1.94,3.0
15344,118.0,11.59,7.37,9.19,119.5,12.21,8.17,9.91,4.0
15345,108.62,15.35,0.54,4.55,107.09,15.77,-2.43,1.42,3.0
15346,91.08,14.21,-2.61,0.4,89.28,13.44,-5.34,-2.44,2.0
15347,78.94,10.35,-8.39,-4.81,82.32,9.57,-6.32,-2.88,1.0
15348,122.17,11.56,10.04,11.64,118.29,12.03,5.16,6.69,4.0
15349,112.51,13.4,5.65,7.99,111.1,13.98,3.67,5.91,4.0
15352,104.25,13.64,1.7,2.82,99.97,13.79,-2.2,-1.13,3.0
15353,111.17,13.51,7.31,8.38,105.43,14.07,1.5,2.53,3.0
15354,102.12,13.02,0.27,1.5,100.19,13.26,-1.77,-0.59,3.0
15355,99.46,13.21,-1.11,0.56,95.87,13.11,-4.72,-3.12,3.0
15356,102.55,13.01,0.4,1.55,100.86,13.34,-1.29,-0.19,3.0
15357,93.1,12.67,-2.43,-0.76,92.04,12.45,-3.28,-1.68,2.0
15358,100.33,13.63,-0.92,0.36,101.08,13.83,-0.12,1.11,3.0
15359,103.47,13.43,0.02,1.23,101.82,13.7,-1.69,-0.53,3.0
15360,102.69,12.84,-0.26,0.74,100.95,13.0,-1.94,-0.98,3.0
15361,109.23,13.22,3.34,4.17,108.48,13.56,2.27,3.07,3.0
15362,85.19,12.92,-5.23,-3.24,85.86,12.22,-4.56,-2.64,2.0
15363,108.74,12.9,2.66,3.63,107.23,13.19,0.98,1.91,3.0
15364,114.13,12.36,4.15,4.97,112.62,13.03,1.98,2.76,4.0
15365,101.19,13.71,-0.31,0.66,99.56,13.79,-2.0,-1.07,3.0
15367,93.06,12.77,-2.97,-1.41,90.68,12.59,-4.95,-3.45,2.0
15368,103.66,13.36,-0.12,1.02,104.87,13.62,1.08,2.17,3.0
15369,89.48,12.19,-4.53,-2.68,87.75,11.72,-5.85,-4.08,2.0
15371,103.52,12.12,-0.77,1.91,100.41,12.18,-2.87,-0.31,3.0
15372,114.73,11.52,2.96,5.04,110.34,11.86,-1.77,0.22,4.0
15373,116.08,10.15,3.99,7.65,118.62,10.71,5.36,8.88,4.0
15374,81.32,12.76,-7.77,-4.62,81.35,12.14,-8.16,-5.15,1.0
15375,125.45,10.71,8.68,10.11,126.65,11.43,8.12,9.49,5.0
15376,119.73,11.33,6.39,8.05,119.58,12.04,4.98,6.57,4.0
15377,106.23,12.71,-0.05,2.97,105.51,13.18,-0.76,2.14,3.0
15378,94.01,11.93,-3.7,1.25,89.65,11.66,-8.92,-4.16,2.0
15379,107.72,12.63,4.72,6.91,102.76,12.99,-0.39,1.71,3.0
15380,111.24,12.48,2.86,4.08,112.26,12.97,3.36,4.53,4.0
15381,101.75,12.7,2.49,4.79,97.72,13.06,-1.31,0.9,3.0
15384,102.03,13.79,1.51,3.16,100.17,13.72,-0.4,1.18,3.0
15385,101.64,13.91,-1.71,-0.61,102.44,14.24,-1.03,0.03,3.0
15386,99.12,14.1,0.21,1.93,100.12,14.03,1.18,2.82,3.0
15387,103.15,13.86,1.88,3.22,99.54,13.84,-1.4,-0.1,3.0
15388,106.72,13.25,3.03,4.4,105.36,13.7,1.59,2.9,3.0
15389,104.44,13.73,0.24,1.64,100.2,14.07,-3.98,-2.64,3.0
15390,99.23,13.64,-0.94,0.41,99.52,13.61,-0.52,0.78,3.0
15391,119.85,11.61,6.27,8.27,119.8,12.24,5.07,6.99,5.0
15392,76.76,10.13,-6.83,-3.02,79.95,9.23,-5.72,-2.07,1.0
15393,108.71,13.17,6.01,8.41,104.29,13.46,1.55,3.85,3.0
15405,95.99,15.17,-3.49,2.64,95.84,14.45,-4.5,1.4,2.0
15407,99.01,14.16,-1.54,0.06,101.68,14.25,1.32,2.86,4.0
15409,99.56,13.82,-3.11,-1.6,101.88,14.12,-0.85,0.59,5.0
15410,98.85,13.96,-2.19,-0.92,100.25,14.19,-0.86,0.36,4.0
15411,98.19,13.31,-0.06,1.55,96.2,12.99,-1.63,-0.09,2.0
15412,98.05,13.75,0.45,2.06,98.45,13.64,1.25,2.8,3.0
15413,98.57,13.16,-1.02,1.78,97.03,13.53,-2.46,0.23,3.0
15414,99.85,13.7,0.65,3.04,98.6,13.45,-0.5,1.79,3.0
15415,96.2,13.34,-4.75,-2.22,101.35,13.56,0.27,2.7,3.0
15416,99.64,13.03,1.32,3.59,98.27,13.07,0.37,2.55,3.0
15417,98.93,13.25,-2.37,0.0,96.51,13.55,-4.31,-2.04,3.0
15418,99.43,14.37,-1.09,1.39,98.3,14.71,-2.08,0.3,3.0
15420,96.21,13.96,-2.98,-1.83,96.69,14.03,-2.07,-0.97,1.0
15421,96.08,13.17,-0.06,1.43,93.55,12.69,-2.06,-0.62,2.0
15422,101.13,13.51,-0.7,0.73,101.79,13.65,0.09,1.45,5.0
15424,97.94,14.07,-2.55,-0.37,97.94,14.29,-2.59,-0.51,3.0
15425,92.28,12.3,-6.4,-3.87,95.18,12.07,-2.86,-0.43,2.0
15426,100.42,13.55,1.07,2.83,98.28,13.64,-0.64,1.04,4.0
15427,95.04,13.73,-2.0,0.69,98.0,13.35,1.34,3.92,3.0
15428,97.38,13.33,0.2,2.66,96.2,13.49,-0.6,1.76,3.0
15429,99.77,12.4,0.83,3.92,95.3,12.35,-2.98,-0.02,3.0
15430,97.18,13.54,-3.21,-2.09,99.2,13.72,-1.15,-0.07,3.0
15431,97.3,13.9,-2.66,-0.35,96.53,13.92,-3.31,-1.09,3.0
15434,94.4,14.06,-4.05,-1.85,96.73,14.01,-1.03,1.08,2.0
15435,97.2,13.73,-1.2,0.99,97.03,13.41,-0.65,1.45,2.0
15436,101.07,13.79,0.97,2.17,101.69,13.84,1.86,3.0,4.0
15437,102.2,13.75,-0.04,1.36,100.82,13.79,-1.48,-0.14,4.0
15440,97.11,13.28,-2.15,-0.31,96.84,13.07,-2.01,-0.24,2.0
15441,101.19,13.79,1.38,3.48,102.19,13.86,2.59,4.61,4.0
15442,95.97,14.02,-4.1,-2.89,98.39,14.22,-1.56,-0.4,2.0
15443,95.96,13.02,-1.71,1.11,97.15,12.96,-0.49,2.22,2.0
15444,100.54,13.52,0.27,2.18,97.63,13.66,-2.17,-0.34,3.0
15445,99.29,13.55,-1.55,-0.27,96.1,13.78,-4.56,-3.34,3.0
15446,98.33,13.26,-2.52,-1.16,97.97,13.47,-2.68,-1.38,3.0
15447,103.02,13.7,-1.13,-0.01,104.31,14.12,0.15,1.23,4.0
15448,105.77,11.59,-1.21,2.33,106.31,12.17,-0.73,2.67,
15451,96.83,13.53,-2.44,-0.69,98.59,13.67,-0.21,1.47,3.0
15452,103.84,14.28,4.5,7.49,103.18,15.06,3.95,6.82,4.0
15453,96.55,13.2,-2.74,1.16,100.15,12.65,0.21,4.01,3.0
15454,94.92,13.84,-1.89,-0.69,93.44,13.53,-3.2,-2.05,2.0
15455,98.4,13.11,-1.97,0.21,97.11,13.28,-2.72,-0.63,3.0
15456,101.21,13.36,0.89,2.52,99.6,13.47,-0.24,1.32,3.0
15457,100.47,13.45,0.2,1.96,102.79,13.67,2.84,4.53,4.0
15458,100.29,13.8,1.0,3.84,97.99,13.8,-1.04,1.69,3.0
15459,96.53,12.67,-0.48,1.84,94.45,11.87,-2.01,0.22,2.0
15460,96.19,13.74,-2.72,-1.15,103.01,13.71,4.29,5.79,3.0
15461,94.11,13.87,-2.86,-0.89,96.1,13.69,-0.74,1.15,2.0
15462,99.3,14.36,-0.91,0.85,100.11,14.39,0.01,1.69,4.0
15463,97.78,13.86,-2.96,-1.33,98.1,13.9,-2.73,-1.16,3.0
15464,98.9,13.72,1.37,3.73,98.36,13.66,1.04,3.3,3.0
15465,95.08,13.61,-3.93,-2.65,94.14,13.59,-4.45,-3.22,2.0
15466,100.34,13.16,-2.47,-0.84,101.45,13.26,-1.18,0.38,4.0
15469,98.52,13.52,2.02,3.68,100.87,13.05,4.85,6.44,4.0
15470,97.67,13.72,-2.83,-1.1,98.56,13.7,-1.46,0.2,3.0
15471,100.56,13.88,-1.34,-0.01,98.63,14.27,-3.08,-1.8,4.0
15472,95.63,12.84,-2.86,-0.91,97.42,12.7,-0.79,1.08,3.0
15473,93.62,13.93,-4.48,-3.46,93.68,13.83,-4.27,-3.3,1.0
15475,97.88,13.93,-0.67,1.57,95.83,13.59,-2.31,-0.16,3.0
15476,98.66,13.59,-2.81,0.58,99.98,14.42,-1.82,1.44,4.0
15477,96.47,14.16,-2.61,-0.75,98.11,14.17,-1.04,0.75,3.0
15478,100.54,14.38,-2.7,-0.38,103.59,14.15,0.46,2.68,4.0
15479,93.67,13.69,-5.18,-3.37,95.5,13.64,-2.89,-1.15,2.0
15480,100.8,13.38,0.42,1.52,100.53,13.61,0.4,1.46,4.0
15483,95.27,13.93,-4.22,-2.66,96.09,14.28,-3.41,-1.91,2.0
15484,95.17,14.71,-1.73,0.5,94.14,14.36,-3.38,-1.24,3.0
15485,98.2,13.58,-0.4,1.55,97.42,13.63,-1.06,0.81,4.0
15487,91.94,13.62,-5.38,-3.17,95.3,13.58,-1.62,0.5,3.0
15488,90.08,9.3,-1.18,4.01,88.57,8.65,-3.65,1.33,1.0
15489,96.77,14.15,-4.85,-3.88,97.14,14.25,-4.48,-3.54,3.0
15490,99.31,14.12,-2.03,-0.87,99.04,14.17,-2.26,-1.15,4.0
15492,96.04,13.89,-2.34,-0.86,94.63,13.78,-3.35,-1.93,3.0
15494,98.2,12.67,-2.15,0.15,98.18,12.71,-1.61,0.61,3.0
15495,100.29,13.61,1.35,3.05,95.74,13.37,-3.02,-1.39,3.0
15496,95.99,13.99,-3.87,-2.09,102.01,14.16,2.09,3.8,3.0
15497,97.2,13.33,-0.36,1.11,95.06,13.1,-2.24,-0.84,3.0
15498,100.89,13.45,-0.58,0.77,98.05,13.63,-3.33,-2.04,3.0
15499,103.58,13.48,0.58,1.88,103.16,13.79,0.2,1.45,4.0
15500,98.6,13.67,-4.6,-2.33,97.85,13.92,-5.42,-3.25,3.0
15502,100.78,13.41,-0.53,1.32,106.46,13.42,5.45,7.22,4.0
15503,95.24,13.2,-2.28,-0.13,93.79,12.99,-3.15,-1.09,2.0
15504,91.93,11.82,-3.1,-0.49,90.47,11.46,-4.01,-1.51,1.0
15507,95.95,12.88,-1.64,0.31,93.91,12.91,-3.27,-1.39,2.0
15508,93.83,13.62,-4.53,-2.98,95.87,13.58,-2.36,-0.87,2.0
15509,98.58,14.05,0.85,3.09,94.37,13.74,-3.19,-1.03,2.0
15510,98.8,13.66,-0.22,1.01,102.94,13.59,4.12,5.31,4.0
15511,98.37,13.9,-3.38,-2.18,97.88,14.03,-3.7,-2.54,3.0
15513,98.5,13.22,0.27,2.24,96.41,13.35,-1.27,0.62,3.0
15514,99.42,13.54,0.55,2.17,98.16,13.65,-0.47,1.08,3.0
15515,96.85,13.71,-3.66,-1.63,97.89,13.75,-2.16,-0.21,3.0
15516,96.78,13.12,-2.53,-0.42,93.54,12.95,-5.14,-3.11,2.0
15517,98.26,14.23,-1.35,-0.17,98.06,13.97,-1.49,-0.36,3.0
15518,95.33,13.45,-3.37,-1.64,96.99,13.47,-1.49,0.17,2.0
15519,96.31,14.47,-3.51,-1.51,96.75,14.5,-3.15,-1.23,3.0
15522,105.72,12.71,6.8,9.75,99.62,13.1,1.57,4.4,5.0
15523,97.13,13.96,-1.7,0.1,97.3,13.8,-1.3,0.42,3.0
15524,103.8,13.03,0.37,2.83,105.43,13.31,2.41,4.77,4.0
15526,81.85,11.63,-5.48,1.1,85.24,9.79,-4.36,1.98,1.0
15527,98.83,12.92,-1.61,0.87,100.49,13.06,0.43,2.8,3.0
15528,100.4,13.47,-0.41,1.2,100.15,13.55,-0.53,1.01,3.0
15529,96.0,13.1,-2.84,-1.34,95.64,13.21,-2.44,-1.01,3.0
15530,115.05,11.09,3.47,5.29,114.59,11.6,2.44,4.19,5.0
15531,99.08,13.13,-3.01,-1.89,98.07,13.16,-4.0,-2.93,3.0
15532,114.79,11.94,4.78,6.85,114.2,12.61,3.7,5.69,5.0
15534,101.6,13.78,3.04,5.22,97.61,13.66,-0.46,1.63,3.0
15535,98.34,13.35,-1.86,-0.21,99.24,13.34,-0.88,0.69,3.0
15536,98.35,13.95,-0.43,1.9,96.4,14.02,-2.18,0.06,3.0
15537,92.67,13.91,-3.53,-2.36,93.03,13.41,-2.95,-1.82,2.0
15540,97.24,11.95,-1.39,0.99,95.31,12.3,-3.04,-0.76,3.0
15541,109.09,12.0,3.23,5.33,106.64,12.55,0.67,2.68,4.0
15542,99.17,14.39,-2.05,0.1,96.24,14.32,-4.68,-2.62,3.0
15543,100.85,13.46,1.34,3.1,99.4,13.44,0.39,2.08,3.0
15544,102.36,12.89,1.14,3.42,100.57,12.71,-0.43,1.76,3.0
15545,97.22,13.7,0.13,2.85,96.95,13.73,-0.99,1.62,3.0
15546,92.83,13.69,-4.14,-1.78,92.15,13.45,-4.56,-2.27,2.0
15547,98.69,13.78,-0.66,1.88,97.9,13.6,-1.29,1.15,3.0
15548,95.22,13.65,-3.39,-2.08,95.67,13.63,-2.69,-1.43,2.0
15549,102.52,12.8,2.08,4.68,103.46,12.67,3.58,6.08,3.0
15550,96.36,13.4,-2.43,-0.45,96.32,13.44,-2.3,-0.4,3.0
15551,98.55,13.73,-1.93,-0.39,98.34,13.76,-2.29,-0.82,3.0
15552,96.07,13.41,-4.07,-2.86,96.15,13.49,-3.6,-2.44,3.0
15554,112.69,11.68,1.57,3.87,112.13,12.41,0.5,2.7,5.0
15556,101.51,13.9,-0.06,1.3,99.52,14.12,-2.22,-0.91,3.0
15557,117.69,11.69,4.84,7.28,119.94,12.3,6.01,8.34,5.0
15559,101.14,11.95,1.34,5.48,98.55,12.03,-1.43,2.54,3.0
15560,96.69,12.99,-2.1,0.0,95.82,13.1,-2.85,-0.84,2.0
15561,100.78,13.07,0.52,2.34,98.34,13.23,-1.54,0.2,3.0
15562,98.13,13.02,-1.28,0.76,100.5,12.97,1.41,3.37,3.0
15563,107.19,13.36,1.62,2.65,106.27,13.72,0.51,1.49,3.0
15564,100.51,13.56,-0.22,1.02,100.12,13.57,-0.43,0.76,3.0
15565,102.6,13.83,0.67,2.14,102.54,14.08,0.51,1.92,3.0
15567,100.14,13.56,-1.01,0.03,101.21,13.75,0.1,1.09,3.0
15568,114.61,13.02,4.26,7.3,114.44,13.31,3.05,5.97,5.0
15569,98.52,13.36,-0.63,1.06,97.17,13.35,-1.93,-0.31,2.0
15570,98.65,13.7,0.68,2.57,96.76,13.46,-0.84,0.97,2.0
15572,109.41,12.07,0.99,3.63,109.21,12.64,0.37,2.9,4.0
15573,107.76,12.5,2.87,6.83,102.93,12.59,-1.16,2.64,3.0
15574,103.0,12.58,0.57,2.42,103.62,12.99,0.92,2.7,3.0
15575,113.15,11.44,4.51,7.39,111.77,11.94,2.25,5.01,4.0
15576,83.55,8.33,-4.41,0.65,81.41,7.79,-7.12,-2.26,
15578,90.65,13.2,-6.24,-4.83,92.45,13.4,-4.35,-3.0,2.0
15579,91.63,13.22,-4.92,-3.25,90.85,13.09,-5.47,-3.88,2.0
15580,99.15,11.9,-4.58,-2.83,98.57,12.17,-6.0,-4.32,3.0
15581,103.31,13.18,-0.42,0.5,103.32,13.49,-0.4,0.48,3.0
15582,107.75,12.76,1.6,2.65,107.91,13.14,1.72,2.72,3.0
15583,94.15,12.89,-3.42,-1.74,92.26,12.62,-5.29,-3.69,2.0
15584,100.89,12.95,0.28,1.8,101.98,13.17,1.67,3.13,3.0
15585,109.18,13.22,1.53,2.46,111.73,13.82,3.78,4.67,4.0
15586,102.18,12.04,-2.26,0.71,99.8,12.11,-3.29,-0.44,3.0
15588,105.88,12.07,0.27,3.17,104.54,12.53,-0.57,2.21,3.0
15590,116.16,11.2,2.47,3.95,118.61,11.89,3.62,5.04,5.0
15600,99.59,10.51,-0.5,3.4,96.7,10.48,-1.76,1.99,3.0
15609,101.09,13.53,1.57,3.91,102.16,13.69,2.85,5.09,5.0
15612,94.93,13.88,-2.91,-1.92,95.17,13.84,-2.45,-1.49,2.0
15613,95.13,13.33,-3.84,-2.56,94.03,13.22,-4.75,-3.52,2.0
15614,98.17,13.46,-2.29,-1.05,98.16,13.62,-2.3,-1.11,3.0
15615,99.71,13.7,-1.67,-0.49,101.64,13.84,0.22,1.36,3.0
15616,108.11,13.14,0.5,1.63,109.81,13.62,2.11,3.19,5.0
15617,107.12,12.54,5.61,8.58,105.27,12.85,3.79,6.64,5.0
15620,98.05,14.59,-1.32,0.46,100.77,14.51,1.4,3.1,3.0
15621,101.62,13.49,-0.15,1.64,102.84,13.63,1.4,3.11,4.0
15622,97.04,13.9,-0.14,1.74,97.68,13.74,0.61,2.4,3.0
15623,97.97,13.9,-1.1,0.9,98.11,13.86,-0.74,1.18,3.0
15624,100.96,14.75,-0.26,2.4,100.33,14.73,-0.8,1.74,3.0
15625,96.06,13.96,-1.55,-0.15,95.84,13.81,-1.49,-0.15,2.0
15626,97.07,13.93,-3.75,-2.36,97.99,13.94,-2.85,-1.52,3.0
15627,95.09,14.37,-3.87,-2.29,96.92,14.17,-1.98,-0.47,2.0
15630,85.49,12.01,-5.6,-2.37,87.26,11.08,-4.1,-1.0,1.0
15631,100.58,13.98,-0.12,0.93,99.22,14.17,-1.44,-0.43,4.0
15632,101.92,13.61,0.68,1.8,99.73,13.74,-1.59,-0.52,4.0
15633,97.78,14.56,-2.26,-0.86,97.25,14.54,-2.67,-1.33,3.0
15634,96.33,13.92,-2.33,0.04,97.58,13.66,-0.92,1.35,3.0
15635,97.86,14.64,-2.16,-0.66,96.18,14.4,-4.04,-2.61,3.0
15636,94.91,14.08,-3.18,0.11,97.83,13.79,-0.59,2.57,3.0
15637,98.5,14.74,-1.38,1.66,101.21,14.57,2.01,4.93,4.0
15638,96.75,13.59,-2.48,-1.03,96.01,13.62,-2.68,-1.28,3.0
15639,95.1,14.75,-4.49,-2.33,97.64,14.86,-2.02,0.04,3.0
15641,95.39,13.79,-3.07,-1.19,95.87,13.56,-2.39,-0.58,3.0
15642,93.59,13.05,-1.83,1.8,91.47,12.41,-2.67,0.8,2.0
15643,96.1,13.89,-1.83,0.49,95.62,13.84,-2.11,0.11,3.0
15644,95.08,13.34,-5.03,-3.14,96.43,13.36,-3.37,-1.56,3.0
15645,99.72,13.0,2.36,5.1,97.22,12.96,0.05,2.68,3.0
15646,95.43,14.16,-0.71,1.15,94.22,13.67,-1.8,-0.02,3.0
15647,96.23,14.72,-3.92,-2.56,96.23,14.99,-4.16,-2.86,3.0
15648,98.82,13.79,-1.22,0.63,103.62,13.8,3.68,5.45,4.0
15650,100.24,13.2,1.79,3.61,98.11,13.17,0.06,1.8,3.0
15651,98.97,14.36,-2.16,-0.86,101.24,14.32,0.05,1.3,4.0
15652,95.31,13.98,-3.9,-2.68,97.71,14.04,-1.14,0.03,2.0
15653,96.41,14.27,-1.9,-0.24,95.8,13.94,-2.16,-0.57,2.0
15654,97.46,13.46,-0.25,1.4,93.88,13.26,-3.22,-1.64,2.0
15655,100.03,14.26,-2.67,0.21,98.89,14.36,-3.27,-0.51,3.0
15656,97.21,13.27,0.54,2.7,94.98,12.72,-1.08,0.99,2.0
15658,97.4,14.37,0.09,1.32,95.85,14.25,-1.37,-0.19,2.0
15659,100.98,14.06,-0.01,2.11,104.39,14.25,3.75,5.78,4.0
15660,96.48,14.13,-1.89,0.08,95.21,14.03,-3.29,-1.4,2.0
15661,97.84,13.86,0.38,1.9,97.67,13.68,0.31,1.76,3.0
15662,103.9,13.71,3.18,4.37,102.05,13.79,1.43,2.57,4.0
15663,97.65,14.19,-2.02,-0.45,96.67,14.2,-3.1,-1.59,2.0
15665,98.47,13.54,-1.97,-0.06,99.22,13.34,-1.08,0.74,3.0
15666,104.19,13.84,5.25,7.41,102.2,13.83,3.28,5.36,4.0
15668,106.79,13.02,1.12,2.4,104.71,13.25,-0.94,0.28,4.0
15669,103.91,13.3,-0.15,1.38,102.53,13.59,-1.8,-0.34,3.0
15670,116.83,11.66,5.67,7.52,116.17,12.08,4.15,5.92,5.0
15671,95.66,13.49,-3.47,-1.93,96.54,13.52,-2.54,-1.06,2.0
15672,103.32,14.0,1.39,4.34,102.04,14.27,0.1,2.92,3.0
15673,99.4,14.61,0.15,2.03,98.77,14.42,-0.88,0.92,3.0
15674,96.68,15.19,-3.41,0.55,98.02,15.45,-2.81,0.99,2.0
15675,102.13,13.86,1.05,3.08,102.31,14.45,1.18,3.13,3.0
15676,97.09,13.47,-3.03,-1.06,98.2,13.23,-1.21,0.68,2.0
15677,102.95,13.95,2.72,4.82,102.8,13.84,2.86,4.87,3.0
15678,97.81,13.09,-2.64,-0.71,99.09,13.18,-0.95,0.9,2.0
15679,102.06,13.23,-0.23,1.24,105.14,13.6,3.05,4.46,3.0
15680,99.76,13.51,-0.35,1.39,99.65,13.51,-0.18,1.49,3.0
15681,99.83,13.35,-2.86,-1.19,99.47,13.57,-2.99,-1.39,3.0
15682,98.33,13.55,-0.31,1.74,99.61,13.47,1.07,3.04,3.0
15683,104.08,13.62,2.18,3.73,106.08,13.77,4.33,5.82,3.0
15684,103.99,13.18,3.1,4.3,102.36,13.28,1.67,2.82,4.0
15685,93.92,13.39,-3.65,-1.93,95.9,13.22,-1.24,0.4,2.0
15687,105.71,13.88,1.35,2.6,106.01,14.22,1.56,2.76,5.0
15688,98.18,12.88,0.73,2.35,96.7,12.85,-0.36,1.18,2.0
15689,101.17,13.91,-0.17,1.86,98.89,13.74,-2.31,-0.35,3.0
15690,98.39,13.56,-1.72,-0.11,100.17,13.62,0.18,1.73,3.0
15691,100.85,12.9,0.52,2.18,99.6,13.11,-0.59,1.01,3.0
15692,98.8,14.12,-0.96,0.64,100.2,14.06,0.25,1.78,3.0
15693,101.54,12.63,-2.48,-0.3,102.21,12.78,-2.03,0.07,3.0
15694,97.21,14.72,-1.74,1.76,97.58,14.81,-1.14,2.22,2.0
15696,96.0,12.8,-2.74,-1.07,94.45,12.76,-3.87,-2.27,2.0
15697,98.29,14.15,-1.59,-0.34,101.67,14.16,1.87,3.07,3.0
15698,98.0,13.85,-0.92,0.96,98.2,13.57,-0.54,1.26,3.0
15699,103.85,13.76,1.52,2.71,104.88,14.01,2.6,3.74,5.0
15700,100.43,13.62,-0.42,0.88,99.94,13.75,-0.77,0.47,3.0
15702,92.41,13.56,-3.67,-1.26,96.42,13.44,0.74,3.06,1.0
15703,98.39,13.27,0.39,2.76,104.37,13.16,6.33,8.61,4.0
15704,99.76,13.01,2.75,5.49,97.77,13.29,0.94,3.57,3.0
15705,100.45,13.92,-1.58,0.84,100.85,14.04,-2.25,0.07,3.0
15706,97.89,13.3,1.09,2.75,97.39,12.95,0.73,2.33,3.0
15707,99.46,12.84,0.97,3.66,103.41,13.04,4.6,7.18,4.0
15708,98.33,13.73,-1.01,0.67,98.98,13.77,-0.29,1.32,3.0
15709,95.22,13.68,-2.22,-0.02,96.74,13.49,-0.52,1.59,2.0
15710,98.84,13.67,0.21,2.14,98.3,13.84,-0.08,1.78,3.0
15711,102.45,13.98,1.44,3.33,101.25,14.11,0.74,2.55,4.0
15712,98.7,14.52,-2.65,-1.06,99.23,14.53,-2.4,-0.88,3.0
15714,101.65,13.16,0.67,1.76,101.43,13.4,0.65,1.7,3.0
15715,83.22,10.0,-6.49,-1.43,87.67,9.41,-3.85,1.02,2.0
15717,103.61,13.44,0.73,1.81,103.36,13.63,0.57,1.6,4.0
15718,94.19,13.91,-2.78,-1.38,93.74,13.66,-3.01,-1.67,3.0
15719,99.66,13.51,-1.71,-0.75,100.29,13.76,-0.98,-0.06,3.0
15720,109.26,12.35,1.21,3.21,110.68,13.02,2.4,4.32,4.0
15721,83.31,11.37,-8.31,-5.11,83.62,11.21,-8.26,-5.19,1.0
15722,95.89,14.4,-4.45,-2.44,96.96,14.44,-3.46,-1.53,3.0
15723,98.37,14.31,-2.0,-0.36,97.55,14.28,-2.97,-1.39,3.0
15724,101.02,13.35,-2.36,-0.87,101.97,13.63,-1.48,-0.05,3.0
15725,91.78,12.12,-6.34,-3.3,89.66,11.71,-8.63,-5.72,
15726,98.45,14.21,-2.31,-0.73,96.91,14.34,-3.86,-2.35,3.0
15727,106.21,13.12,0.73,2.28,105.63,13.64,-0.04,1.44,4.0
15729,98.34,14.74,-2.82,-1.63,97.78,14.6,-3.59,-2.45,3.0
15730,97.03,13.74,-1.62,0.66,94.89,13.67,-3.74,-1.56,2.0
15731,96.14,13.47,-3.71,-1.78,99.16,13.18,-0.24,1.61,3.0
15732,96.36,13.87,-3.28,-1.45,98.92,13.73,-0.48,1.28,3.0
15733,97.16,14.47,-2.59,-1.44,97.81,14.33,-1.91,-0.8,3.0
15734,92.61,13.54,-4.02,-2.28,98.22,13.34,2.1,3.76,2.0
15735,99.34,14.0,-1.64,0.06,102.46,13.84,1.65,3.28,4.0
15736,96.42,13.82,-1.78,0.1,96.34,13.58,-1.5,0.3,2.0
15737,101.96,14.33,1.24,3.07,100.17,14.21,0.04,1.79,4.0
15738,101.13,13.88,1.49,3.37,101.36,13.76,1.89,3.69,4.0
15739,105.34,13.29,2.81,4.79,103.87,13.65,1.49,3.38,5.0
15740,96.74,14.3,-1.27,0.04,97.38,14.03,-0.59,0.67,3.0
15741,100.61,14.61,0.63,2.31,98.27,14.73,-1.66,-0.05,3.0
15742,95.53,14.3,-4.54,-1.55,97.06,14.14,-2.92,-0.05,2.0
15743,96.97,13.69,0.01,2.09,94.87,13.4,-1.72,0.27,2.0
15744,98.25,13.88,-0.67,0.64,98.59,13.92,-0.06,1.19,3.0
15745,97.04,13.31,-2.69,-0.3,98.02,13.47,-1.55,0.74,3.0
15746,95.81,13.68,-2.88,-0.98,97.89,13.47,-0.66,1.15,3.0
15747,97.92,13.83,-1.66,-0.36,98.32,13.75,-1.32,-0.08,3.0
15748,97.04,13.62,-2.05,0.4,98.9,13.45,0.19,2.54,3.0
15749,97.77,13.44,-0.29,1.12,98.94,13.33,1.09,2.44,3.0
15750,96.44,13.42,-0.72,0.93,96.03,13.21,-0.76,0.81,2.0
15751,95.54,14.35,-2.47,-1.19,97.39,14.12,-0.6,0.62,2.0
15752,100.19,14.86,1.27,2.87,99.89,14.81,0.92,2.45,4.0
15753,93.34,13.94,-5.85,-3.33,96.84,13.61,-2.14,0.28,1.0
15754,98.02,13.59,0.31,3.19,97.45,13.22,0.22,2.98,3.0
15755,97.78,13.89,0.12,2.18,96.88,13.73,-0.45,1.52,3.0
15756,95.81,14.53,-3.74,-2.69,98.49,14.28,-1.19,-0.18,3.0
15757,97.6,14.26,-1.51,0.0,97.6,14.19,-1.63,-0.18,3.0
15758,98.36,14.05,1.96,3.62,94.61,13.88,-1.49,0.11,3.0
15759,100.65,13.03,-0.13,4.21,101.74,13.06,0.06,4.23,
