id_szkoly,egz_norm_sr_hum,egz_norm_std_hum,ewd_min90_hum,ewd_max90_hum,egz_norm_sr_mp,egz_norm_std_mp,ewd_min90_mp,ewd_max90_mp,gwiazdki_pow
17910,99.76,12.94,1.15,3.34,98.9,12.89,0.42,2.51,3.0
17911,94.56,12.98,-2.16,-0.21,92.43,12.65,-3.62,-1.76,1.0
17912,97.35,13.72,-3.23,-1.68,100.3,13.77,-0.09,1.39,3.0
17913,93.43,13.94,-4.74,-2.22,95.56,13.87,-2.27,0.14,2.0
17914,98.84,14.03,0.53,2.13,97.42,13.94,-0.48,1.06,3.0
17915,96.96,13.91,-3.12,-1.85,99.29,13.9,-0.64,0.57,3.0
17916,96.99,13.18,-2.2,0.22,97.46,13.05,-1.43,0.9,3.0
17918,101.11,13.12,1.72,3.99,103.13,12.84,4.08,6.25,4.0
17919,100.65,13.54,-1.4,-0.05,102.57,13.5,0.64,1.93,4.0
17920,96.32,13.84,-3.48,-2.45,94.96,13.78,-4.51,-3.52,2.0
17922,97.41,13.65,-4.06,-2.03,100.47,14.01,-0.98,0.96,3.0
17923,100.05,13.67,1.24,2.99,97.37,13.74,-1.64,0.04,3.0
17924,100.48,13.38,-0.12,1.8,99.7,13.48,-0.39,1.46,3.0
17925,100.7,13.24,-0.78,0.81,100.64,13.36,-0.52,1.0,3.0
17927,100.8,12.55,-0.39,1.01,101.27,12.67,0.43,1.78,3.0
17928,98.96,14.22,-2.23,-0.56,100.96,14.06,-0.28,1.32,3.0
17929,93.21,12.81,-2.61,-0.95,91.23,12.7,-4.48,-2.89,2.0
17932,113.59,11.68,2.19,3.8,115.01,12.41,3.17,4.71,5.0
17933,93.58,13.64,-4.84,-3.13,97.22,13.45,-0.64,1.0,2.0
17934,96.81,13.4,-1.51,0.15,97.36,13.19,-0.57,1.03,3.0
17935,103.2,14.12,2.19,5.39,101.94,14.48,0.93,4.0,3.0
17936,100.06,13.04,-3.33,-0.36,103.45,13.51,0.24,3.09,3.0
17937,110.33,11.58,-0.42,2.27,112.95,12.53,1.25,3.83,3.0
17938,98.64,13.72,-1.52,1.07,98.51,13.98,-1.44,1.05,2.0
17942,99.92,13.23,-3.32,-1.53,101.1,13.58,-2.5,-0.78,
17943,114.0,10.96,3.93,7.33,111.93,11.4,1.49,4.75,3.0
17944,94.75,13.06,-4.41,-2.73,94.37,12.94,-4.28,-2.67,2.0
17945,112.77,12.82,4.28,5.36,113.34,13.35,4.52,5.55,3.0
17946,112.01,12.75,4.28,5.35,112.3,13.35,4.22,5.24,3.0
17947,102.89,13.61,-1.05,0.08,102.29,13.9,-1.89,-0.81,3.0
17948,96.77,13.05,-3.34,-1.79,97.68,13.15,-2.46,-0.97,2.0
17949,101.78,12.78,-0.99,0.27,102.53,13.04,-0.24,0.97,3.0
17952,107.67,11.49,-2.41,0.13,107.27,11.77,-2.13,0.31,3.0
17953,121.55,10.76,4.66,6.48,125.07,11.13,6.42,8.16,5.0
17965,89.27,16.25,-2.04,3.71,90.21,16.11,-3.96,1.58,
17968,95.03,13.3,-1.57,1.14,92.11,12.86,-4.27,-1.68,2.0
17969,103.79,11.03,-1.53,3.53,104.53,12.05,-0.33,4.53,4.0
17970,99.15,13.77,-0.35,2.29,97.83,14.2,-1.54,1.0,3.0
17971,98.43,13.75,-1.87,-0.6,97.94,13.82,-2.06,-0.84,3.0
17972,100.42,14.19,-2.74,-1.05,103.44,14.8,-0.01,1.62,4.0
17974,97.95,13.23,0.05,2.97,96.98,12.94,-0.51,2.3,3.0
17975,99.86,13.62,-1.75,1.17,97.92,13.02,-3.49,-0.69,3.0
17977,103.7,13.53,1.9,3.32,101.62,13.84,0.05,1.42,3.0
17978,104.04,14.41,4.1,6.08,99.04,14.75,-0.64,1.26,3.0
17979,104.16,12.66,1.35,3.18,102.6,12.73,-0.17,1.58,3.0
17980,101.98,13.79,-0.52,1.67,104.37,14.14,1.87,3.97,3.0
17981,97.11,13.0,-3.41,-0.31,95.54,13.51,-4.85,-1.88,1.0
17982,107.61,13.6,3.22,5.48,104.15,14.13,0.27,2.44,4.0
17983,102.29,12.54,-0.37,2.57,102.84,12.75,0.39,3.22,3.0
17984,99.63,12.21,-2.94,0.91,99.95,11.99,-2.05,1.65,2.0
17985,103.03,13.41,1.07,3.16,102.16,14.14,0.41,2.42,3.0
17986,103.9,12.19,-0.2,3.09,105.99,12.37,1.72,4.88,4.0
17987,101.89,13.12,-0.02,2.51,103.13,13.01,1.74,4.17,3.0
17988,102.13,14.28,-1.19,1.01,103.29,14.62,0.09,2.19,3.0
17989,98.96,13.61,-1.14,0.76,97.87,13.58,-1.84,-0.02,2.0
17990,98.41,12.59,-0.09,3.54,97.17,12.33,-1.04,2.43,1.0
17991,106.5,13.45,4.08,6.28,104.2,13.27,1.67,3.78,4.0
17992,103.31,12.31,1.17,5.02,101.22,12.6,-0.33,3.37,3.0
17993,104.56,13.05,2.36,5.79,99.77,13.4,-2.0,1.3,3.0
17994,106.53,13.02,2.56,6.18,107.07,13.18,3.37,6.85,5.0
17995,105.28,13.68,2.86,5.58,106.71,13.47,4.5,7.12,4.0
17996,105.26,12.8,5.0,8.27,107.58,12.88,7.56,10.7,4.0
17997,102.54,13.92,-0.08,1.88,103.84,14.07,1.15,3.02,3.0
17998,99.02,13.21,-3.02,-0.29,104.44,13.4,2.32,4.93,3.0
17999,100.3,13.35,-0.4,1.57,99.18,13.34,-1.63,0.26,2.0
18000,102.74,14.29,0.09,2.99,101.03,14.15,-1.28,1.51,3.0
18001,103.23,12.12,2.37,4.98,99.73,12.21,-0.86,1.64,3.0
18002,101.13,11.65,-0.78,2.73,103.76,11.7,2.44,5.81,3.0
18003,97.99,14.46,-1.38,1.79,104.0,15.14,4.17,7.22,3.0
18004,99.29,13.39,-0.34,3.05,100.22,13.31,0.91,4.17,2.0
18005,104.24,14.14,2.07,3.42,98.64,14.6,-3.54,-2.25,3.0
18006,103.39,13.73,2.02,3.39,101.76,14.17,0.4,1.71,3.0
18007,100.91,14.16,-1.36,-0.17,102.23,14.56,-0.38,0.76,3.0
18008,108.71,13.3,0.03,1.2,109.05,14.06,-0.4,0.73,5.0
18009,96.74,13.43,-7.8,-6.35,96.96,13.89,-7.42,-6.0,2.0
18010,104.3,14.12,2.86,6.09,101.17,14.37,-0.11,2.99,4.0
18011,94.07,14.06,-4.43,-2.57,93.66,13.82,-4.97,-3.19,1.0
18012,95.76,13.71,-3.04,-0.09,95.01,13.59,-3.77,-0.94,1.0
18013,98.21,12.55,-1.73,1.09,101.55,12.9,1.77,4.47,3.0
18014,102.12,14.03,-0.4,2.72,104.99,14.19,2.84,5.83,4.0
18015,102.91,13.82,2.68,5.19,98.09,13.88,-1.63,0.79,3.0
18016,105.86,14.02,3.99,6.1,103.87,14.34,1.81,3.83,4.0
18017,98.33,13.54,-3.38,0.47,104.73,13.7,2.57,6.27,3.0
18018,103.7,14.71,1.15,4.9,102.61,14.81,-0.38,3.22,4.0
18019,102.13,12.97,-0.12,3.46,101.6,13.07,-0.61,2.83,3.0
18020,96.42,14.21,-3.83,-0.33,105.0,14.24,4.79,8.15,3.0
18021,105.01,14.65,2.46,6.66,104.31,14.12,1.52,5.55,4.0
18022,95.5,14.08,-1.79,0.83,96.1,13.53,-1.08,1.44,1.0
18023,100.29,12.96,1.92,4.07,98.67,12.77,0.53,2.59,3.0
18024,103.03,14.07,2.77,5.03,99.93,13.95,-0.07,2.09,3.0
18025,100.26,15.47,-1.24,1.83,101.76,15.78,-0.23,2.71,3.0
18026,94.73,12.55,-1.36,1.38,96.65,12.5,0.65,3.28,1.0
18027,97.84,13.83,-1.88,0.41,101.02,13.61,1.63,3.82,3.0
18028,100.67,13.78,1.78,5.11,104.81,13.68,5.84,9.03,4.0
18029,102.33,13.27,-1.73,0.77,105.74,14.1,1.74,4.14,4.0
18030,97.32,14.15,-2.45,0.35,101.02,14.18,1.22,3.9,3.0
18031,104.95,13.13,2.81,5.85,103.06,12.89,1.27,4.19,4.0
18032,102.04,12.93,1.16,4.23,105.66,13.27,4.65,7.6,4.0
18033,99.56,13.26,-2.04,1.08,98.92,13.24,-2.49,0.5,3.0
18034,99.86,14.0,-0.68,1.74,100.42,14.05,-0.01,2.31,3.0
18035,98.71,14.98,-1.58,0.18,99.44,14.99,-1.01,0.67,3.0
18036,103.68,13.79,2.13,3.85,99.04,14.0,-2.44,-0.79,3.0
18037,100.69,13.43,1.58,4.94,102.04,13.52,3.21,6.43,3.0
18038,96.21,14.42,-0.83,2.27,99.45,14.11,2.16,5.12,2.0
18039,97.18,13.03,-0.97,1.91,98.14,12.74,0.46,3.22,2.0
18040,98.93,11.71,-2.13,1.68,101.97,11.66,1.14,4.79,3.0
18041,97.1,13.19,-0.29,3.1,96.74,12.92,-0.38,2.88,2.0
18042,102.03,14.48,0.62,3.34,101.77,14.48,0.87,3.49,3.0
18043,96.61,13.26,-0.76,3.14,95.4,12.21,-1.47,2.28,1.0
18044,101.18,14.08,2.04,4.97,103.05,13.97,3.63,6.43,3.0
18045,100.65,13.93,-0.03,2.57,101.87,13.78,0.93,3.44,3.0
18046,103.46,13.85,5.54,8.4,102.7,14.09,5.1,7.84,4.0
18047,103.47,13.09,2.09,4.4,101.86,13.25,0.81,3.02,3.0
18048,97.9,13.37,-2.68,-0.3,100.05,13.08,-0.61,1.68,3.0
18049,101.81,13.89,-1.07,1.73,105.02,13.76,1.76,4.44,4.0
18050,99.65,13.05,1.67,4.74,102.55,12.42,5.05,8.0,3.0
18051,102.1,13.32,0.81,4.1,100.56,13.18,-0.48,2.68,3.0
18052,102.73,13.14,-0.42,3.34,104.9,12.62,2.39,6.0,4.0
18053,99.67,14.9,1.34,4.73,98.1,13.73,-0.17,3.09,3.0
18054,96.17,13.8,-3.18,-0.6,100.92,13.75,1.75,4.22,2.0
18055,102.58,13.57,-0.5,0.7,101.38,13.91,-1.73,-0.59,4.0
18056,100.25,14.04,0.75,2.35,99.46,14.18,-0.03,1.53,3.0
18057,105.81,13.24,2.59,4.36,105.61,13.36,2.23,3.93,5.0
18058,103.13,13.77,-0.85,0.36,101.88,14.25,-2.26,-1.09,4.0
18059,114.92,12.05,3.29,6.41,113.36,12.33,1.22,4.21,5.0
18060,99.77,13.53,-4.09,-2.39,100.91,13.92,-2.71,-1.08,3.0
18062,101.17,13.56,-0.16,3.3,97.36,13.86,-2.96,0.37,3.0
18063,99.88,13.47,-0.75,0.83,97.13,13.6,-3.47,-1.96,3.0
18064,94.52,14.87,-1.71,0.63,95.42,14.37,-1.15,1.09,2.0
18065,94.6,13.23,-2.58,-0.41,95.88,12.88,-0.92,1.16,2.0
18066,92.05,13.91,-3.72,-1.13,92.16,13.06,-3.33,-0.84,2.0
18067,93.83,13.24,-2.6,-0.5,95.23,12.91,-1.08,0.94,2.0
18068,97.1,14.2,-1.18,1.58,95.05,13.92,-3.35,-0.7,3.0
18069,96.42,12.79,-2.77,-0.32,96.81,12.33,-1.92,0.43,3.0
18070,94.06,13.31,-4.15,-2.63,92.93,13.11,-5.0,-3.55,2.0
18071,100.39,13.05,1.83,4.5,98.21,12.85,-0.05,2.51,3.0
18072,97.1,14.5,-0.19,1.95,96.39,14.28,-1.02,1.04,3.0
18073,98.6,14.46,-0.61,1.98,97.56,14.29,-1.56,0.93,3.0
18074,97.29,13.75,-0.89,0.46,96.54,13.66,-1.48,-0.18,3.0
18075,97.52,13.97,-0.91,1.83,98.47,13.43,0.37,3.0,3.0
18076,95.95,13.63,-2.12,0.95,97.89,12.75,-0.02,2.92,3.0
18077,94.86,11.8,-7.27,-4.15,103.84,12.11,1.94,4.93,3.0
18078,103.17,12.92,2.99,5.75,99.86,13.05,0.49,3.14,4.0
18079,97.25,13.62,-1.65,1.41,95.86,13.66,-2.98,-0.04,3.0
18080,99.26,14.26,0.53,3.14,98.05,13.89,-0.7,1.8,3.0
18081,96.28,13.4,2.91,6.03,94.48,12.79,0.59,3.59,2.0
18082,93.29,12.34,-4.84,-1.64,94.07,12.13,-2.98,0.09,2.0
18083,98.41,12.8,0.57,4.07,100.05,12.44,2.35,5.71,3.0
18084,98.15,12.43,-1.84,1.78,101.29,12.98,1.81,5.29,3.0
18085,96.67,14.75,-1.46,0.33,93.81,14.59,-4.3,-2.57,2.0
18086,99.07,13.97,0.94,2.72,98.02,13.69,-0.01,1.7,3.0
18087,92.38,13.38,-4.11,-1.37,92.83,13.03,-3.2,-0.56,2.0
18088,98.24,13.67,-1.53,0.71,97.87,13.83,-1.59,0.57,3.0
18089,99.88,13.34,2.09,4.18,98.25,13.08,0.9,2.91,3.0
18090,98.31,13.1,1.94,4.04,95.61,13.0,-0.18,1.84,3.0
18091,96.14,13.41,-2.15,0.14,96.78,13.17,-1.26,0.94,3.0
18092,107.97,13.42,2.23,3.12,106.66,13.73,0.82,1.68,5.0
18093,97.9,14.44,-0.46,0.72,95.77,14.62,-2.58,-1.46,2.0
18095,103.78,13.54,3.09,4.89,102.95,13.48,2.09,3.82,4.0
18096,97.16,13.37,-1.44,0.77,100.74,13.22,2.16,4.27,3.0
18097,98.17,13.59,-0.34,3.16,101.17,13.28,2.94,6.3,3.0
18098,98.51,13.39,2.88,5.01,96.74,13.08,1.31,3.35,2.0
18099,96.99,14.5,-2.47,1.8,96.22,15.05,-2.41,1.69,
18100,102.18,13.16,2.68,5.41,100.07,12.66,0.94,3.55,3.0
18101,106.92,13.02,1.57,5.11,107.5,12.93,2.24,5.64,5.0
18102,102.25,13.18,0.05,1.74,103.61,13.32,1.62,3.24,4.0
18103,95.89,15.48,-3.22,-1.12,98.92,15.13,-0.59,1.42,2.0
18104,101.47,13.7,-0.65,1.7,100.46,13.75,-1.67,0.58,3.0
18105,101.28,13.04,-1.86,1.26,99.68,13.61,-3.35,-0.35,3.0
18106,98.5,13.73,-1.49,0.51,101.33,13.86,1.74,3.66,3.0
18107,103.71,14.1,2.65,5.32,99.31,14.0,-1.55,1.01,3.0
18108,99.54,13.2,-0.69,1.98,102.62,13.99,2.19,4.76,3.0
18109,98.36,12.84,0.42,4.18,95.91,12.47,-1.89,1.72,
18110,99.89,12.44,2.77,7.62,101.28,12.56,4.33,8.98,
18111,97.85,10.21,-2.65,2.8,97.95,11.19,-3.36,1.87,
18112,102.06,14.4,1.96,4.19,100.86,14.55,1.12,3.27,3.0
18113,98.63,13.66,0.02,2.28,106.16,13.52,8.04,10.21,4.0
18114,101.09,13.54,2.27,6.93,101.71,14.38,3.29,7.77,
18115,93.78,13.59,-2.23,2.72,95.69,13.93,-1.17,3.59,
18116,97.09,14.33,-0.42,2.17,95.67,14.59,-2.02,0.48,2.0
18117,97.7,14.13,-3.35,-0.55,96.67,13.69,-4.05,-1.37,2.0
18118,100.38,14.14,1.08,3.72,105.01,14.33,5.96,8.5,4.0
18119,98.28,14.05,-0.32,1.43,97.13,13.68,-1.29,0.39,3.0
18120,100.89,12.58,3.08,6.31,96.05,12.46,-1.33,1.77,3.0
18121,94.95,13.91,-4.34,-2.6,95.87,13.86,-3.43,-1.76,2.0
18122,97.02,13.44,-3.9,-1.94,98.75,13.38,-2.09,-0.21,3.0
18123,99.83,13.64,-2.17,0.26,101.66,14.2,0.21,2.55,3.0
18124,101.99,12.99,-1.33,0.92,103.1,13.35,-0.01,2.15,4.0
18125,98.32,13.83,-0.86,1.66,98.58,13.26,-0.9,1.52,3.0
18126,99.13,13.82,2.24,4.32,94.12,13.5,-2.62,-0.62,2.0
18127,100.36,13.42,0.27,2.57,98.39,12.66,-1.12,1.08,3.0
18128,99.83,11.2,-1.97,1.29,97.86,11.39,-4.1,-0.97,3.0
18129,100.17,13.49,-1.5,-0.09,100.61,13.77,-0.98,0.37,3.0
18130,98.6,13.15,-1.45,1.39,98.99,13.02,-0.76,1.96,2.0
18131,96.9,14.73,-0.43,1.67,94.91,14.24,-2.32,-0.3,2.0
18132,102.47,13.33,-0.03,1.49,103.07,13.26,0.64,2.1,3.0
18133,104.89,13.57,-0.21,1.06,108.0,13.98,2.84,4.06,5.0
18134,95.54,13.11,-3.41,-1.47,94.99,12.77,-3.45,-1.59,1.0
18135,101.05,13.75,-1.65,-0.42,101.44,14.15,-1.28,-0.1,3.0
18136,101.68,13.04,0.12,1.74,101.7,13.47,0.34,1.9,3.0
18137,102.19,13.42,2.36,4.97,99.61,13.42,-0.02,2.48,3.0
18138,102.57,12.65,1.56,3.25,99.08,12.77,-1.48,0.14,3.0
18139,105.97,13.38,3.19,5.49,104.75,13.85,2.18,4.39,4.0
18140,104.2,14.01,2.04,4.03,101.19,13.95,-1.06,0.85,3.0
18141,102.63,13.66,2.34,3.83,101.03,13.71,0.81,2.23,3.0
18142,104.68,14.16,3.83,5.58,100.86,14.28,-0.09,1.58,4.0
18143,93.87,13.17,-2.01,0.95,92.62,12.11,-2.68,0.16,1.0
18144,100.44,13.27,1.04,4.79,95.65,12.96,-4.04,-0.43,2.0
18145,99.23,13.67,0.63,2.13,100.41,13.43,2.32,3.76,3.0
18146,99.96,14.7,-0.1,3.52,99.83,14.54,0.29,3.81,3.0
18147,98.77,13.83,-1.13,1.82,99.22,13.76,0.0,2.83,3.0
18148,99.91,13.57,-0.3,3.55,98.5,13.46,-0.74,2.96,3.0
18149,102.04,13.24,-0.16,2.61,103.23,13.48,1.69,4.34,3.0
18150,97.31,14.82,0.06,3.29,95.74,14.11,-1.38,1.73,2.0
18151,99.86,13.73,0.91,3.43,98.01,13.27,-1.25,1.16,3.0
18152,105.15,12.96,1.71,4.25,101.2,13.33,-2.44,0.0,4.0
18153,103.55,13.97,1.22,3.2,104.3,13.95,1.88,3.77,4.0
18154,97.49,13.82,-1.11,0.58,96.91,13.55,-1.48,0.14,2.0
18155,100.46,12.76,0.18,3.41,99.84,12.31,-0.08,3.03,3.0
18157,98.37,13.74,-1.49,-0.1,101.03,13.95,1.31,2.64,3.0
18158,99.42,12.93,1.56,4.66,99.16,12.46,1.63,4.6,3.0
18159,100.92,12.58,1.27,4.6,101.78,12.57,2.67,5.86,3.0
18160,99.14,12.74,-1.53,1.8,101.21,12.42,0.97,4.16,3.0
18161,102.92,14.27,1.14,2.72,103.66,14.44,1.86,3.38,4.0
18162,101.13,13.44,2.76,5.56,99.9,13.1,2.25,4.94,3.0
18163,101.21,12.65,-1.75,1.49,104.23,13.04,1.42,4.52,3.0
18164,105.94,13.72,2.0,4.86,104.85,14.26,0.99,3.74,4.0
18165,100.17,13.75,-1.9,-0.3,100.35,13.93,-1.79,-0.25,3.0
18166,99.8,13.97,-0.18,1.45,98.28,13.88,-1.71,-0.15,3.0
18167,99.96,13.96,-1.85,0.21,99.52,14.0,-2.49,-0.51,3.0
18168,105.09,13.11,0.26,2.47,105.99,13.65,0.8,2.92,4.0
18169,107.34,13.14,1.99,3.78,108.08,13.72,2.57,4.29,5.0
18170,101.33,14.91,0.11,3.1,100.67,15.01,-1.17,1.73,3.0
18171,97.02,11.96,-2.03,1.47,98.03,11.64,-0.8,2.56,2.0
18172,96.8,13.9,-0.08,2.68,97.8,13.33,1.27,3.92,2.0
18173,104.71,14.45,0.26,2.66,106.12,14.56,1.13,3.43,4.0
18174,104.73,13.26,1.01,3.95,103.16,13.92,-0.31,2.51,4.0
18175,98.88,14.26,-0.47,2.55,97.93,14.05,-1.48,1.42,2.0
18177,101.04,13.88,-0.53,1.52,101.4,13.81,0.08,2.05,3.0
18178,101.14,14.07,1.71,3.61,101.77,13.76,2.48,4.31,3.0
18179,104.25,13.39,4.34,6.91,100.26,13.27,0.44,2.9,3.0
18180,102.11,13.85,1.01,2.1,100.43,13.95,-0.55,0.5,4.0
18182,96.94,13.37,-1.67,0.21,96.6,13.22,-1.63,0.17,2.0
18183,99.14,13.36,-1.66,0.17,100.84,13.53,0.55,2.3,3.0
18184,102.55,13.51,5.03,6.87,99.04,13.5,1.58,3.34,4.0
18185,103.16,13.12,5.68,9.27,97.93,13.0,0.87,4.3,4.0
18186,97.65,13.77,-1.47,0.38,96.74,13.75,-2.35,-0.58,2.0
18187,97.29,13.95,-5.21,-3.36,102.43,14.12,-0.19,1.58,3.0
18188,100.54,13.71,-0.72,0.96,101.64,14.09,0.15,1.76,4.0
18189,97.05,14.18,-1.25,1.11,97.83,14.37,-0.53,1.74,2.0
18190,98.4,13.78,-1.05,1.67,98.72,13.15,-0.26,2.35,3.0
18191,99.18,13.16,-0.38,2.61,100.77,13.69,1.94,4.81,3.0
18192,96.9,14.07,-0.77,1.22,96.13,13.74,-1.3,0.61,1.0
18193,100.22,13.45,1.8,3.06,99.09,13.28,0.88,2.09,3.0
18194,99.16,13.91,-0.33,1.53,99.59,14.09,0.13,1.91,3.0
18195,101.7,13.46,4.1,5.95,99.93,13.51,2.66,4.44,4.0
18196,102.67,13.72,1.12,2.79,101.07,13.82,-0.42,1.19,4.0
18197,103.47,14.62,2.49,4.12,101.33,14.56,0.42,1.98,4.0
18199,101.35,14.25,3.25,5.05,101.33,13.72,3.29,5.02,3.0
18200,105.07,12.94,3.49,6.61,103.29,12.98,2.23,5.23,4.0
18201,95.49,14.37,-1.34,2.02,97.86,13.87,1.02,4.25,2.0
18202,100.18,13.53,-0.35,1.38,97.51,13.49,-2.75,-1.08,3.0
18203,97.35,14.68,-5.44,-3.25,99.91,14.67,-3.0,-0.91,3.0
18204,94.76,14.65,-2.63,0.6,94.92,13.97,-2.3,0.8,
18205,98.01,13.49,-2.67,-0.65,97.98,13.68,-2.39,-0.45,3.0
18206,102.42,14.27,0.59,2.26,105.54,14.19,3.69,5.29,4.0
18207,100.96,13.31,1.37,4.69,98.52,13.2,-0.65,2.54,3.0
18208,99.14,13.68,-1.54,1.34,103.41,13.31,3.16,5.92,3.0
18209,100.76,14.05,0.21,1.66,101.43,14.06,0.91,2.3,3.0
18210,91.68,12.41,-3.52,-1.0,93.4,12.1,-0.73,1.69,1.0
18211,96.65,13.4,-4.05,-1.66,97.08,13.52,-3.11,-0.82,2.0
18212,99.01,12.63,1.95,4.5,96.6,12.4,-0.22,2.22,3.0
18213,100.03,12.25,2.19,4.81,100.23,12.23,3.32,5.84,3.0
18214,106.96,13.41,3.34,5.13,105.94,13.81,2.19,3.92,5.0
18215,104.18,14.01,1.15,2.24,103.53,14.27,0.45,1.49,4.0
18216,99.78,13.75,0.24,1.6,99.09,13.81,-0.22,1.09,3.0
18217,103.68,14.54,1.85,4.21,104.02,14.96,2.38,4.63,4.0
18218,97.9,12.95,0.56,3.53,96.58,12.86,0.03,2.88,2.0
18219,104.85,13.25,0.18,2.36,104.53,13.67,-0.2,1.88,4.0
18220,98.98,13.94,0.36,3.69,97.95,13.83,-1.04,2.15,2.0
18221,101.41,13.46,-0.15,2.65,101.4,13.66,-0.03,2.66,3.0
18222,99.05,12.41,-1.28,2.22,97.77,12.12,-1.87,1.5,2.0
18223,100.48,13.54,0.89,3.75,98.7,13.59,-0.72,2.03,3.0
18224,103.17,13.78,1.82,3.76,100.61,14.06,-0.45,1.41,3.0
18225,102.34,13.92,-0.34,1.52,100.26,14.23,-2.4,-0.62,3.0
18226,99.8,13.45,-2.28,-0.03,101.95,13.8,-0.59,1.57,3.0
18227,104.07,12.86,-1.66,0.67,103.79,13.42,-1.93,0.3,4.0
18228,100.97,13.46,3.57,6.58,97.78,13.51,0.43,3.33,3.0
18229,97.49,13.54,-1.7,0.71,101.69,13.39,2.43,4.74,3.0
18230,104.21,13.97,0.55,3.11,104.26,13.86,0.29,2.75,4.0
18231,98.03,12.41,0.45,2.82,94.79,12.23,-2.19,0.09,1.0
18232,102.81,13.48,-0.52,1.38,102.85,13.69,-0.29,1.53,3.0
18233,98.07,13.83,-0.62,0.84,98.22,13.59,-0.32,1.08,2.0
18234,100.9,14.1,-0.21,1.24,102.28,13.91,1.14,2.53,3.0
18235,110.63,12.63,2.39,3.28,110.23,13.07,1.54,2.39,5.0
18237,103.21,14.07,1.26,2.62,103.37,14.24,1.04,2.34,4.0
18239,97.64,13.77,-0.82,0.73,96.87,13.78,-1.56,-0.07,2.0
18240,100.49,12.21,-3.03,-0.25,99.21,12.54,-5.21,-2.54,3.0
18241,108.26,13.1,1.28,3.52,110.07,13.47,2.94,5.09,5.0
18242,97.48,13.34,-2.32,-1.1,97.24,13.4,-2.61,-1.44,2.0
18243,106.28,12.6,4.54,7.51,102.46,12.67,1.25,4.1,
18244,98.35,13.78,-1.69,0.1,100.63,13.96,0.67,2.39,3.0
18245,101.82,14.15,0.19,1.61,100.14,14.25,-1.5,-0.14,3.0
18246,97.69,13.39,-0.03,2.34,99.58,13.35,2.13,4.4,3.0
18247,101.92,13.34,-2.05,-0.52,103.55,13.49,-0.56,0.91,3.0
18248,100.56,13.94,-1.41,0.14,101.69,14.09,-0.53,0.96,3.0
18249,99.22,15.13,0.21,1.91,97.55,14.95,-1.52,0.11,3.0
18250,99.45,14.12,-1.34,-0.2,101.23,14.42,0.53,1.63,3.0
18251,96.93,14.16,-3.39,-2.41,96.01,14.02,-4.32,-3.38,2.0
18252,97.25,14.27,-3.46,-1.81,94.47,14.35,-6.39,-4.81,2.0
18253,97.97,14.43,-3.31,-1.97,100.51,14.47,-1.0,0.29,3.0
18254,101.69,13.65,1.29,3.37,98.16,13.79,-2.07,-0.08,3.0
18255,102.85,13.72,1.16,3.23,98.05,13.92,-3.53,-1.54,3.0
18256,98.47,14.51,-1.96,-0.28,99.09,14.22,-1.23,0.39,3.0
18257,97.79,14.74,0.29,1.98,96.06,14.19,-1.61,0.0,2.0
18258,100.51,13.38,-1.17,1.37,99.85,13.51,-1.99,0.48,3.0
18259,96.52,14.67,-0.9,1.55,93.11,14.47,-4.02,-1.67,1.0
18260,102.89,13.51,-0.65,2.93,103.16,13.47,-0.49,2.95,4.0
18261,102.19,14.73,1.69,4.47,100.32,14.79,0.1,2.77,3.0
18262,98.95,14.64,-1.23,0.47,98.18,14.67,-2.19,-0.56,3.0
18263,102.05,13.92,0.92,2.57,104.63,13.94,3.49,5.08,4.0
18264,109.14,13.04,5.13,7.18,106.3,13.47,2.25,4.22,5.0
18265,101.62,14.33,0.83,2.51,101.52,14.37,0.76,2.37,3.0
18266,102.52,14.05,3.63,5.62,97.87,14.29,-0.65,1.26,3.0
18267,105.73,13.42,3.09,5.59,101.58,13.55,-1.16,1.24,4.0
18268,99.55,13.96,-1.97,-0.69,100.55,13.88,-1.0,0.22,3.0
18270,98.25,14.5,-2.2,-0.68,99.76,14.61,-0.59,0.87,3.0
18271,96.08,13.84,-3.01,-0.27,97.22,13.82,-1.79,0.84,2.0
18272,97.41,13.88,0.1,1.62,94.5,13.63,-2.56,-1.1,3.0
18273,99.07,13.76,1.14,2.54,99.07,13.64,1.39,2.74,4.0
18274,91.07,14.06,-4.77,-2.53,92.52,13.61,-3.34,-1.19,1.0
18275,94.62,13.53,-2.18,-0.06,93.9,13.13,-2.71,-0.69,2.0
18276,93.71,12.76,-2.72,-0.22,94.63,12.3,-1.35,1.06,2.0
18277,97.42,13.33,-2.89,-1.05,97.3,13.35,-2.58,-0.81,3.0
18278,98.39,13.96,0.93,2.64,97.16,13.78,0.03,1.67,3.0
18279,98.14,13.67,-1.37,0.19,97.46,13.5,-1.62,-0.12,3.0
18280,101.02,13.75,1.13,2.84,99.17,13.55,-0.53,1.11,4.0
18281,100.73,13.9,0.47,2.58,100.18,13.93,0.0,2.02,4.0
18282,96.95,13.47,0.2,2.72,95.79,13.15,-1.11,1.31,3.0
18283,99.04,13.74,1.34,4.2,96.32,13.88,-1.09,1.65,3.0
18284,99.39,13.11,2.08,5.17,97.4,13.18,0.17,3.14,3.0
18285,98.48,11.53,3.64,7.03,96.63,11.15,2.35,5.61,3.0
18286,92.21,12.18,-2.47,0.6,89.68,11.72,-4.31,-1.37,1.0
